;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Device number: 2016951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;#1;#2;#3;#4;#5;#7;#8;#9;#10;#11;#12;#13;#14;#15;#16;#17;#18;#19;#20;#21;#22;#23;#24;#25;#26;#27;#28;#29;#30;#31;#32;#33;#34;#35;#36;#37;#38;#39;#40;#41;#42;#43;#44;#45;#46;#47;#48;#49;#50;#51;#52;#53;#54;#55;#56;#57;#58;#59;#60;#61
CCT [K] (CIE1931 2°);5538;5520;5508;5499;5490;5484;5487;5476;5479;5470;5490;5478;5481;5479;5477;5478;5476;5482;5484;5474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrom. Coord. (CIE1931 2°);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;0,3316;0,3321;0,3323;0,3326;0,3328;0,3329;0,3329;0,3331;0,3330;0,3333;0,3328;0,3331;0,3330;0,3330;0,3331;0,3331;0,3331;0,3330;0,3329;0,3332;0,7206;0,7198;0,7186;0,7185;0,7172;0,7195;0,7183;0,7190;0,7192;0,7186;0,7195;0,7183;0,7198;0,7191;0,7198;0,7186;0,7201;0,7187;0,7192;0,7204;0,6224;0,6576;0,6557;0,6781;0,6665;0,6778;0,6446;0,6588;0,6843;0,7005;0,6811;0,6926;0,6914;0,6644;0,6928;0,6956;0,6853;0,7023;0,7024;0,6873
y;0,3460;0,3469;0,3476;0,3482;0,3484;0,3486;0,3486;0,3491;0,3490;0,3493;0,3489;0,3493;0,3492;0,3493;0,3492;0,3491;0,3492;0,3491;0,3491;0,3494;0,2768;0,2775;0,2776;0,2773;0,2768;0,2775;0,2768;0,2776;0,2780;0,2776;0,2780;0,2773;0,2776;0,2774;0,2780;0,2780;0,2775;0,2780;0,2778;0,2781;0,3054;0,2589;0,2627;0,2685;0,2824;0,2765;0,2637;0,2826;0,2707;0,2677;0,2779;0,2671;0,2697;0,2657;0,2839;0,2823;0,2697;0,2695;0,2783;0,2654
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Begin [nm];400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400
End [nm];700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700
Ephot (Begin..End) [umol/s sqm];8,06008E+01;1,91071E+02;2,99339E+02;4,06870E+02;5,10679E+02;6,11687E+02;7,09792E+02;8,07901E+02;9,02900E+02;9,98693E+02;1,09563E+03;1,18535E+03;1,26939E+03;1,35692E+03;1,44337E+03;1,52571E+03;1,60906E+03;1,68968E+03;1,76770E+03;1,84273E+03;3,06830E+00;7,20014E+00;1,13385E+01;1,55720E+01;1,97138E+01;2,38439E+01;2,79674E+01;3,21042E+01;3,61665E+01;4,03813E+01;4,43548E+01;4,84822E+01;5,24853E+01;5,65736E+01;6,05044E+01;6,44994E+01;6,85109E+01;7,25344E+01;7,64923E+01;8,03675E+01;2,49204E-01;5,90402E-01;9,57633E-01;1,33871E+00;1,72070E+00;2,12413E+00;2,55410E+00;2,96519E+00;3,38737E+00;3,82552E+00;4,28406E+00;4,72502E+00;5,18311E+00;5,66347E+00;6,12863E+00;6,59050E+00;7,07124E+00;7,55438E+00;8,03310E+00;8,53207E+00
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wavelength [nm];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)]
300;0,00000E+00;0,00000E+00;3,22703E-04;0,00000E+00;5,55072E-04;1,13608E-03;8,97104E-04;3,06752E-03;9,41209E-05;7,08429E-04;1,49812E-03;2,99624E-03;9,98748E-04;0,00000E+00;3,78117E-03;0,00000E+00;7,98998E-03;0,00000E+00;5,88698E-04;9,81163E-04;2,21133E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,09921E-04;0,00000E+00;0,00000E+00;2,36808E-04;0,00000E+00;0,00000E+00;0,00000E+00;6,77727E-04;9,03467E-05;0,00000E+00;0,00000E+00;4,62315E-04;4,34652E-05;0,00000E+00;0,00000E+00;8,31978E-05;2,74459E-04;0,00000E+00;1,45658E-04;1,32551E-04;2,04139E-04;3,16213E-04;1,46780E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,67781E-04;0,00000E+00;0,00000E+00;4,51733E-04;8,87560E-05;2,13014E-04;1,35520E-04;3,37273E-04
301;0,00000E+00;0,00000E+00;1,90656E-05;2,71371E-03;5,36472E-04;0,00000E+00;5,71967E-05;1,26845E-03;1,81934E-03;0,00000E+00;1,58072E-04;5,37366E-03;1,05381E-04;0,00000E+00;2,84490E-03;1,26438E-03;4,00400E-03;8,85066E-03;0,00000E+00;0,00000E+00;1,42482E-05;0,00000E+00;0,00000E+00;1,30670E-04;0,00000E+00;0,00000E+00;5,24303E-05;0,00000E+00;0,00000E+00;1,97995E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,04845E-03;9,53278E-06;1,48689E-03;0,00000E+00;2,23879E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,06410E-04;0,00000E+00;1,58789E-04;1,39859E-05;0,00000E+00;3,33647E-05;1,11182E-05;1,44542E-04;2,37327E-04;0,00000E+00;5,85572E-04;0,00000E+00;0,00000E+00;4,76639E-05;0,00000E+00;0,00000E+00;7,57742E-04;2,85939E-04
302;0,00000E+00;5,10991E-04;3,10942E-05;0,00000E+00;9,72300E-05;3,10942E-04;4,23202E-04;1,40492E-03;8,24341E-05;0,00000E+00;8,59334E-04;0,00000E+00;9,45268E-04;0,00000E+00;3,50875E-03;0,00000E+00;5,27987E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,16208E-06;1,64722E-05;4,80784E-04;4,30229E-04;0,00000E+00;8,55089E-05;2,37328E-04;3,89163E-05;8,78986E-04;0,00000E+00;9,57078E-04;0,00000E+00;2,95394E-04;7,77354E-05;1,45314E-03;2,17659E-04;2,48475E-04;2,59061E-04;7,91603E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,16956E-04;4,56194E-05;2,41938E-04;2,59000E-04;6,16985E-05;1,00279E-04;6,22012E-04;1,03067E-04;5,83337E-04;0,00000E+00;1,63424E-04;3,10942E-05;0,00000E+00;4,66412E-05;2,19375E-04;0,00000E+00
303;0,00000E+00;0,00000E+00;1,59346E-04;0,00000E+00;1,12035E-03;1,59346E-03;5,57036E-04;7,57350E-04;4,22445E-04;7,93951E-04;4,40378E-03;0,00000E+00;7,92307E-03;0,00000E+00;0,00000E+00;1,09961E-03;4,40218E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,10799E-05;8,44139E-05;2,95828E-04;4,57583E-04;1,71827E-05;7,56509E-04;3,57006E-04;1,99432E-04;0,00000E+00;0,00000E+00;2,94486E-04;0,00000E+00;1,63316E-03;3,98366E-04;3,98366E-04;1,11542E-03;3,27053E-04;0,00000E+00;4,05668E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,92158E-04;4,97595E-05;3,78448E-04;1,04413E-04;0,00000E+00;0,00000E+00;6,30759E-04;0,00000E+00;0,00000E+00;8,37490E-04;1,59346E-04;9,94708E-05;2,39020E-04;4,37720E-04;0,00000E+00
304;0,00000E+00;0,00000E+00;3,79267E-04;6,31480E-04;1,63964E-03;0,00000E+00;7,60238E-04;0,00000E+00;0,00000E+00;1,08358E-03;1,04816E-03;0,00000E+00;7,69594E-03;0,00000E+00;0,00000E+00;6,04278E-03;1,80089E-03;0,00000E+00;2,44571E-03;0,00000E+00;0,00000E+00;0,00000E+00;6,69723E-05;1,62487E-04;2,73035E-04;2,34508E-05;4,34422E-04;4,87239E-04;5,53790E-04;3,93866E-04;0,00000E+00;4,01912E-04;0,00000E+00;1,62908E-04;0,00000E+00;0,00000E+00;1,26422E-04;1,33708E-03;0,00000E+00;6,43698E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,66165E-05;9,29180E-05;4,07271E-05;2,52845E-04;4,92692E-04;0,00000E+00;0,00000E+00;1,39997E-04;0,00000E+00;2,37398E-04;0,00000E+00;0,00000E+00;1,35757E-04;0,00000E+00;5,43027E-04;0,00000E+00
305;0,00000E+00;7,27069E-04;5,22956E-04;2,97811E-04;3,72869E-04;0,00000E+00;6,88181E-04;1,22656E-03;1,59639E-03;2,45218E-04;2,87169E-03;0,00000E+00;3,07416E-03;0,00000E+00;9,50947E-04;2,14206E-03;0,00000E+00;4,27926E-03;7,81004E-03;0,00000E+00;0,00000E+00;5,98144E-05;1,59182E-04;7,66302E-05;5,56101E-04;1,48597E-04;0,00000E+00;9,64812E-04;2,61171E-04;2,45306E-04;1,17091E-03;0,00000E+00;0,00000E+00;0,00000E+00;7,74204E-04;5,16136E-04;1,52201E-03;1,22817E-03;0,00000E+00;3,03573E-04;0,00000E+00;6,50287E-05;1,93049E-05;1,13700E-04;4,21104E-05;6,24808E-06;0,00000E+00;7,85919E-04;2,15317E-04;4,62020E-04;2,08244E-04;1,90091E-04;0,00000E+00;7,93994E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,29034E-04;0,00000E+00
306;0,00000E+00;1,03217E-03;2,41232E-05;0,00000E+00;5,08210E-04;2,16701E-04;4,82465E-05;8,58450E-04;1,54816E-03;9,43790E-04;1,66671E-04;0,00000E+00;4,29220E-03;2,99442E-03;5,45663E-03;7,78550E-03;0,00000E+00;3,29443E-03;4,65887E-03;5,98885E-04;0,00000E+00;9,46008E-05;1,23743E-04;0,00000E+00;1,94640E-04;1,04177E-05;0,00000E+00;7,36019E-04;0,00000E+00;4,17530E-06;1,80271E-03;8,91038E-05;0,00000E+00;0,00000E+00;5,42773E-05;5,77936E-04;7,52625E-04;5,66539E-05;9,28565E-04;1,79297E-03;0,00000E+00;4,55899E-06;2,08036E-04;7,97117E-06;1,08033E-06;0,00000E+00;3,52138E-04;4,67388E-05;1,61480E-04;3,23909E-05;3,89306E-04;1,33268E-05;3,41368E-04;4,78156E-05;6,64376E-04;3,79226E-04;7,04277E-04;2,16701E-04;1,71572E-04;1,08350E-04
307;1,28021E-05;4,12208E-05;1,36556E-04;0,00000E+00;0,00000E+00;3,95597E-04;3,75529E-04;2,49333E-03;1,58110E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,22653E-03;0,00000E+00;4,74481E-03;0,00000E+00;2,10880E-03;1,13218E-03;0,00000E+00;1,89904E-05;0,00000E+00;0,00000E+00;3,47609E-04;0,00000E+00;2,56043E-05;0,00000E+00;0,00000E+00;0,00000E+00;9,03559E-05;2,80749E-05;3,35731E-04;1,19487E-04;0,00000E+00;0,00000E+00;8,99606E-04;0,00000E+00;1,40129E-03;3,64236E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,17321E-06;0,00000E+00;0,00000E+00;5,04269E-04;1,94678E-04;0,00000E+00;9,20170E-05;4,59263E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,56043E-05;2,14868E-04;4,29215E-04
308;7,32261E-05;2,43718E-04;5,70601E-04;9,85629E-05;0,00000E+00;8,55901E-04;1,56915E-03;1,87569E-03;2,16064E-03;4,49995E-04;1,52693E-03;0,00000E+00;3,49012E-03;0,00000E+00;5,12506E-03;0,00000E+00;0,00000E+00;1,30880E-03;0,00000E+00;4,73083E-03;0,00000E+00;7,93515E-05;8,36256E-06;5,63586E-05;4,63300E-04;0,00000E+00;1,06988E-04;0,00000E+00;6,17406E-04;2,73225E-04;3,77553E-04;4,09401E-04;0,00000E+00;4,99276E-04;7,49827E-04;0,00000E+00;5,70601E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,15915E-05;1,01956E-04;0,00000E+00;0,00000E+00;2,13975E-04;0,00000E+00;0,00000E+00;2,46663E-04;1,57613E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,06988E-04;4,99276E-04;0,00000E+00
309;2,41541E-05;7,19861E-04;0,00000E+00;6,59241E-04;1,15600E-03;0,00000E+00;0,00000E+00;2,58886E-03;2,98474E-03;5,50834E-04;4,59361E-03;0,00000E+00;4,95335E-03;0,00000E+00;0,00000E+00;2,38395E-03;1,70282E-03;2,96434E-03;5,10846E-03;0,00000E+00;0,00000E+00;0,00000E+00;2,19136E-04;6,89880E-05;3,23617E-04;0,00000E+00;0,00000E+00;1,03659E-04;9,09990E-04;4,62425E-04;4,19339E-04;3,57544E-04;0,00000E+00;1,84845E-04;1,04109E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,35291E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,04677E-04;3,53817E-04;0,00000E+00;0,00000E+00;1,54037E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,45593E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,31304E-04
310;0,00000E+00;2,61996E-04;0,00000E+00;2,23144E-04;7,38424E-04;0,00000E+00;0,00000E+00;1,21329E-04;8,12121E-04;4,02136E-03;1,12879E-03;0,00000E+00;2,82198E-04;4,58667E-04;0,00000E+00;1,44636E-03;2,08150E-03;5,64397E-04;7,16182E-03;0,00000E+00;0,00000E+00;0,00000E+00;8,65491E-05;0,00000E+00;2,93428E-04;0,00000E+00;0,00000E+00;4,61766E-04;6,38990E-05;5,30206E-05;1,73736E-04;0,00000E+00;2,19065E-04;7,65830E-05;5,10553E-05;1,65964E-04;8,29820E-04;0,00000E+00;0,00000E+00;7,31256E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,74900E-05;1,14322E-04;0,00000E+00;2,28200E-04;3,12765E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,36182E-04;6,03206E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,80874E-04;0,00000E+00;0,00000E+00;9,25532E-04
311;0,00000E+00;3,78414E-04;0,00000E+00;0,00000E+00;1,04995E-05;3,34296E-03;6,26806E-04;0,00000E+00;0,00000E+00;1,35391E-03;0,00000E+00;0,00000E+00;1,27033E-02;5,79280E-03;5,77424E-04;2,32826E-03;5,56778E-05;0,00000E+00;6,55582E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,34761E-04;0,00000E+00;2,08935E-04;1,69469E-05;0,00000E+00;7,23259E-05;2,36995E-04;2,57733E-04;8,86416E-06;8,35741E-04;0,00000E+00;6,71549E-06;3,35774E-05;0,00000E+00;1,27899E-04;9,56491E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,35687E-05;1,53268E-04;9,23380E-06;2,45125E-04;2,74145E-04;0,00000E+00;4,33535E-04;9,05533E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,35042E-05;0,00000E+00;0,00000E+00;3,02197E-05
312;1,49447E-04;3,69592E-04;0,00000E+00;2,19334E-04;3,73050E-04;5,87330E-04;0,00000E+00;0,00000E+00;4,86587E-04;0,00000E+00;2,91250E-03;3,46339E-03;0,00000E+00;0,00000E+00;0,00000E+00;3,23867E-03;6,04972E-03;1,96349E-03;0,00000E+00;5,44102E-03;1,48618E-05;7,65731E-06;0,00000E+00;0,00000E+00;2,83865E-04;0,00000E+00;0,00000E+00;4,11710E-05;9,57242E-04;1,01656E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,93665E-04;0,00000E+00;2,38603E-04;3,23286E-04;0,00000E+00;1,16816E-04;0,00000E+00;1,52622E-05;0,00000E+00;7,73848E-05;0,00000E+00;6,45687E-05;6,42392E-05;4,12966E-05;0,00000E+00;0,00000E+00;2,57030E-04;3,23444E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,70839E-04;0,00000E+00;1,33707E-04;5,50622E-05
313;3,78262E-04;8,74642E-04;0,00000E+00;2,48313E-04;2,20760E-03;2,10511E-03;0,00000E+00;4,72551E-04;2,37663E-03;1,13369E-04;0,00000E+00;5,45417E-03;0,00000E+00;0,00000E+00;0,00000E+00;3,78817E-03;2,54528E-03;1,81806E-03;2,19820E-03;3,63612E-04;5,32676E-05;2,74453E-05;0,00000E+00;0,00000E+00;3,14228E-04;0,00000E+00;9,94247E-05;1,92170E-04;8,23337E-05;3,64357E-04;1,80444E-04;0,00000E+00;0,00000E+00;1,59079E-04;1,25140E-03;0,00000E+00;1,41198E-03;1,15872E-03;0,00000E+00;6,21185E-04;3,22780E-05;5,47028E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,73790E-04;2,60074E-04;1,48015E-04;0,00000E+00;0,00000E+00;1,59252E-04;1,46471E-04;1,40961E-04;3,31913E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,44001E-04;3,56433E-04
314;0,00000E+00;1,32075E-04;0,00000E+00;2,73187E-04;9,57710E-04;0,00000E+00;0,00000E+00;5,19887E-04;8,56543E-04;1,33328E-03;0,00000E+00;0,00000E+00;4,68671E-03;5,35624E-03;0,00000E+00;9,67360E-04;0,00000E+00;2,34336E-03;6,10082E-03;1,33906E-03;0,00000E+00;0,00000E+00;0,00000E+00;2,24881E-04;3,45705E-04;0,00000E+00;1,09384E-04;4,90732E-05;0,00000E+00;0,00000E+00;1,98519E-04;4,98073E-05;1,01263E-03;1,75015E-04;2,18768E-04;1,81697E-04;6,12552E-04;0,00000E+00;0,00000E+00;2,22778E-04;3,55113E-05;0,00000E+00;0,00000E+00;0,00000E+00;6,50965E-05;3,39215E-04;4,79567E-05;1,51414E-04;0,00000E+00;0,00000E+00;2,93236E-04;2,28062E-04;1,55082E-04;3,65162E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,75074E-05;2,65863E-04
