x;0,3388;0,3395;0,3396;0,3394;0,3394;0,3394;0,3394;0,3392;0,3392;0,3390;0,3389;0,3388;0,3387;0,3389;0,3385;0,3386;0,3385;0,3385;0,3382;0,3382;0,6736;0,6736;0,6741;0,6743;0,6742;0,6738;0,6742;0,6740;0,6743;0,6744;0,6752;0,6752;0,6757;0,6754;0,6755;0,6757;0,6758;0,6760;0,6761;0,6762;0,7108;0,6213;0,6766;0,6352;0,6470;0,6740;0,7078;0,6673;0,6743;0,6735;0,6698;0,6714;0,6863;0,7066;0,6802;0,6751;0,6562;0,6785;0,6986;0,6673
y;0,3718;0,3708;0,3704;0,3698;0,3698;0,3693;0,3691;0,3688;0,3684;0,3682;0,3680;0,3677;0,3675;0,3674;0,3672;0,3672;0,3669;0,3668;0,3665;0,3662;0,3253;0,3253;0,3253;0,3253;0,3251;0,3251;0,3250;0,3248;0,3248;0,3246;0,3242;0,3240;0,3236;0,3237;0,3236;0,3234;0,3233;0,3231;0,3230;0,3228;0,2806;0,2539;0,2680;0,2560;0,2598;0,2567;0,2719;0,2844;0,2577;0,2820;0,2872;0,2771;0,2748;0,2801;0,2682;0,2841;0,2703;0,2724;0,2789;0,2684
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672;5,18133E-05;2,98858E-04;6,17092E-04;1,06978E-03;1,49507E-03;1,52423E-03;1,88434E-03;2,34758E-03;2,96808E-03;3,21858E-03;2,76446E-03;3,10521E-03;4,35004E-03;5,30431E-03;3,72232E-03;5,34802E-03;5,34562E-03;5,04520E-03;6,56861E-03;5,11940E-03;1,27173E-04;4,86898E-04;9,14082E-04;1,37674E-03;1,49364E-03;1,94820E-03;1,37862E-03;2,09541E-03;2,55189E-03;3,42310E-03;3,53500E-03;2,53342E-03;4,22852E-03;4,03505E-03;4,29055E-03;4,54605E-03;4,80154E-03;5,05704E-03;5,31254E-03;5,56804E-03;4,18563E-04;8,89410E-04;1,47555E-03;2,06749E-03;2,81589E-03;3,42550E-03;4,01068E-03;4,64274E-03;5,32522E-03;5,82132E-03;6,68192E-03;7,31705E-03;7,85568E-03;8,36937E-03;9,06921E-03;9,66912E-03;1,02508E-02;1,05372E-02;1,08223E-02;1,07976E-02
673;8,78011E-05;3,68249E-04;6,03127E-04;7,89016E-04;1,24209E-03;1,69206E-03;1,56350E-03;2,29548E-03;2,57454E-03;2,40664E-03;2,86220E-03;2,95655E-03;3,27592E-03;3,15502E-03;3,94088E-03;2,50311E-03;3,96124E-03;5,58083E-03;6,83183E-03;6,90389E-03;4,08130E-04;5,08705E-04;8,05398E-04;9,02564E-04;1,84456E-03;2,44617E-03;1,71504E-03;1,28759E-03;1,77198E-03;1,34756E-03;2,94376E-03;3,38744E-03;4,08914E-03;3,61952E-03;3,85294E-03;4,08637E-03;4,31979E-03;4,55322E-03;4,78664E-03;5,02007E-03;4,35524E-04;1,02855E-03;1,68283E-03;2,25880E-03;2,90688E-03;3,70627E-03;4,25083E-03;4,97240E-03;5,71821E-03;6,24106E-03;7,36445E-03;7,70047E-03;8,44110E-03;9,40933E-03;9,39967E-03;1,11931E-02;1,13083E-02;1,16664E-02;1,13389E-02;1,22894E-02
674;7,42791E-05;3,04630E-04;5,02500E-04;7,14960E-04;1,43062E-03;1,46084E-03;1,96449E-03;1,78554E-03;3,45033E-03;2,71719E-03;2,78182E-03;2,45959E-03;3,22419E-03;4,08303E-03;4,82802E-03;5,43199E-03;4,75238E-03;5,13392E-03;6,26920E-03;4,34944E-03;1,44330E-04;2,30045E-04;4,55281E-04;9,27527E-04;2,20895E-03;4,92749E-04;1,73441E-03;5,68389E-04;2,01590E-03;1,09188E-03;1,71783E-03;2,64818E-03;4,00106E-03;3,01262E-03;3,21906E-03;3,42550E-03;3,63194E-03;3,83838E-03;4,04482E-03;4,25126E-03;4,04057E-04;1,13191E-03;1,84002E-03;2,58314E-03;3,24066E-03;3,84153E-03;4,71314E-03;5,48747E-03;6,07163E-03;7,09694E-03;7,59388E-03;8,57033E-03;9,12344E-03;9,93505E-03;1,04893E-02;1,17233E-02;1,20526E-02;1,22553E-02;1,31970E-02;1,30523E-02
675;7,72385E-05;2,79099E-04;4,35163E-04;8,97333E-04;1,18834E-03;1,62744E-03;1,79411E-03;1,74414E-03;2,26823E-03;2,10479E-03;3,17100E-03;3,01101E-03;3,94628E-03;3,29006E-03;4,45092E-03;3,84135E-03;3,84895E-03;4,59360E-03;5,50961E-03;6,05415E-03;2,87193E-04;2,94401E-04;6,33271E-04;1,11489E-03;1,25353E-03;4,05236E-04;2,01356E-03;2,18915E-03;2,09881E-03;1,73917E-03;2,95237E-03;2,63575E-03;2,89157E-03;3,20807E-03;3,41565E-03;3,62324E-03;3,83083E-03;4,03841E-03;4,24600E-03;4,45359E-03;4,84965E-04;1,22844E-03;2,06819E-03;2,76356E-03;3,61266E-03;4,23772E-03;5,15599E-03;6,08663E-03;6,85201E-03;7,58206E-03;8,01921E-03;9,39015E-03;1,03600E-02;1,07661E-02;1,13403E-02;1,27541E-02;1,32199E-02;1,40424E-02;1,34883E-02;1,46038E-02
676;6,84875E-05;2,19170E-04;4,73693E-04;9,19014E-04;1,23647E-03;1,37699E-03;1,62788E-03;1,64395E-03;1,84893E-03;2,76403E-03;3,04979E-03;2,38266E-03;3,50474E-03;2,73603E-03;4,16686E-03;5,07553E-03;4,56980E-03;4,38528E-03;3,94914E-03;4,89744E-03;4,85187E-04;3,21341E-04;7,81956E-04;8,75897E-04;1,64795E-03;1,71278E-03;1,06893E-03;3,52336E-03;2,23636E-03;8,79411E-04;1,41405E-03;4,26500E-03;3,62115E-03;3,47672E-03;3,69587E-03;3,91502E-03;4,13417E-03;4,35332E-03;4,57247E-03;4,79162E-03;5,72012E-04;1,40374E-03;2,15205E-03;2,87523E-03;3,93327E-03;4,60026E-03;5,55690E-03;6,68680E-03;7,33836E-03;8,32925E-03;9,29991E-03;1,00149E-02;1,12334E-02;1,16600E-02;1,29885E-02;1,37721E-02;1,42043E-02;1,47576E-02;1,49854E-02;1,56444E-02
677;1,10490E-04;2,55915E-04;5,09881E-04;7,78963E-04;1,25369E-03;1,36912E-03;1,13426E-03;1,64946E-03;1,44319E-03;2,35606E-03;2,52045E-03;2,50916E-03;2,96967E-03;3,74273E-03;4,82662E-03;3,98181E-03;4,27223E-03;4,88305E-03;4,58753E-03;5,33279E-03;5,54620E-04;9,52041E-04;9,90938E-04;1,85337E-04;2,03203E-03;1,34942E-03;1,64316E-03;3,23989E-03;2,50619E-03;2,28710E-03;1,15188E-03;3,24322E-03;3,04902E-03;3,16382E-03;3,34117E-03;3,51852E-03;3,69587E-03;3,87322E-03;4,05057E-03;4,22792E-03;6,05934E-04;1,47545E-03;2,28525E-03;3,22262E-03;4,29653E-03;4,93554E-03;6,13062E-03;6,99323E-03;8,13056E-03;9,14859E-03;9,99541E-03;1,11434E-02;1,26420E-02;1,32091E-02;1,40623E-02;1,50758E-02;1,54138E-02;1,59658E-02;1,63775E-02;1,68808E-02
678;6,58682E-05;2,87535E-04;4,12293E-04;8,77761E-04;9,08984E-04;1,22975E-03;9,41235E-04;1,84877E-03;1,68938E-03;2,14458E-03;2,05013E-03;2,68812E-03;2,81406E-03;4,27474E-03;3,66544E-03;3,51942E-03;3,23060E-03;3,66544E-03;4,31544E-03;5,81250E-03;3,90575E-04;7,25746E-05;1,64146E-03;9,22270E-04;1,30678E-03;3,20476E-03;4,89112E-04;3,17633E-03;6,48702E-04;1,58752E-03;3,62603E-03;1,80268E-03;1,58752E-03;2,24725E-03;2,31112E-03;2,37500E-03;2,43887E-03;2,50274E-03;2,56662E-03;2,63049E-03;6,78896E-04;1,57479E-03;2,52673E-03;3,47314E-03;4,51625E-03;5,58857E-03;6,65269E-03;7,83500E-03;8,67202E-03;9,73102E-03;1,05218E-02;1,19216E-02;1,28835E-02;1,39995E-02;1,51926E-02;1,69620E-02;1,72897E-02;1,77882E-02;1,79670E-02;1,86419E-02
679;1,00174E-04;2,62854E-04;3,78051E-04;7,46509E-04;7,41453E-04;1,35506E-03;1,33007E-03;1,52490E-03;1,95693E-03;1,69302E-03;1,72964E-03;2,29015E-03;2,33214E-03;3,44795E-03;2,78807E-03;1,80797E-03;6,13563E-03;3,53863E-03;4,22752E-03;3,90716E-03;3,77986E-04;2,48991E-04;6,61179E-04;7,07959E-04;8,34264E-04;1,33905E-03;9,06824E-04;2,85366E-03;4,01323E-04;1,43742E-03;2,21119E-03;2,73599E-03;1,30626E-03;2,24993E-03;2,37634E-03;2,50274E-03;2,62915E-03;2,75556E-03;2,88196E-03;3,00837E-03;7,07460E-04;1,77454E-03;2,72177E-03;3,87403E-03;4,90290E-03;6,20050E-03;7,19471E-03;8,51126E-03;9,72566E-03;1,06246E-02;1,18566E-02;1,27679E-02;1,46332E-02;1,52909E-02;1,66982E-02;1,76474E-02;1,84105E-02;1,86812E-02;1,91603E-02;1,96394E-02
680;5,61986E-05;2,40818E-04;4,11078E-04;7,37003E-04;1,04309E-03;1,32250E-03;1,46550E-03;1,86233E-03;1,99852E-03;1,47427E-03;1,95929E-03;2,52986E-03;2,23584E-03;3,21199E-03;3,15586E-03;4,03284E-03;4,06338E-03;3,94865E-03;6,54971E-03;3,80764E-03;3,68725E-04;1,40614E-04;1,53057E-03;8,32657E-04;1,26250E-03;1,13270E-03;3,89996E-04;2,70974E-03;4,80926E-04;6,58521E-04;2,44727E-03;2,98680E-03;2,50409E-03;2,50292E-03;2,64611E-03;2,78931E-03;2,93250E-03;3,07569E-03;3,21889E-03;3,36208E-03;7,45902E-04;1,90100E-03;3,04225E-03;4,23638E-03;5,61079E-03;6,70943E-03;7,94603E-03;9,36884E-03;1,05943E-02;1,18228E-02;1,31943E-02;1,40946E-02;1,56496E-02;1,66617E-02;1,80954E-02;1,92108E-02;2,00522E-02;2,08087E-02;2,11639E-02;2,21798E-02
681;5,28924E-05;3,23441E-04;3,38556E-04;4,85354E-04;7,89705E-04;9,00093E-04;1,11948E-03;1,15348E-03;1,70963E-03;1,84224E-03;2,25359E-03;2,37678E-03;2,34477E-03;2,74797E-03;3,09393E-03;3,57112E-03;3,05946E-03;4,56211E-03;5,08105E-03;3,61436E-03;4,23122E-04;3,92823E-04;6,80288E-04;9,23023E-04;1,08600E-03;9,33830E-04;1,26587E-03;1,83683E-03;1,82955E-03;1,80536E-03;7,02193E-04;3,33070E-03;3,24786E-03;2,89276E-03;3,08437E-03;3,27598E-03;3,46758E-03;3,65919E-03;3,85079E-03;4,04240E-03;8,49539E-04;2,06698E-03;3,25274E-03;4,56751E-03;5,99025E-03;7,33141E-03;8,91220E-03;1,00007E-02;1,13648E-02;1,26325E-02;1,38164E-02;1,56089E-02;1,70242E-02;1,83938E-02;1,97237E-02;2,10582E-02;2,21511E-02;2,24614E-02;2,31400E-02;2,34149E-02
682;9,29385E-06;2,68055E-04;3,93568E-04;7,54451E-04;8,22786E-04;7,85534E-04;1,57365E-03;1,74861E-03;1,95639E-03;2,31065E-03;1,70814E-03;2,60938E-03;2,24048E-03;3,61735E-03;1,78388E-03;2,04879E-03;3,70446E-03;4,65871E-03;4,84206E-03;4,06561E-03;3,96331E-04;3,69548E-04;2,21574E-04;7,79074E-04;9,83496E-04;2,39265E-03;2,17537E-03;8,87373E-04;3,44869E-03;2,60438E-03;8,10381E-04;1,20448E-03;3,81995E-03;2,81589E-03;2,97329E-03;3,13069E-03;3,28808E-03;3,44548E-03;3,60288E-03;3,76028E-03;9,27744E-04;2,25350E-03;3,66137E-03;5,10120E-03;6,55000E-03;8,08932E-03;9,51973E-03;1,08176E-02;1,27131E-02;1,38237E-02;1,50542E-02;1,71398E-02;1,85667E-02;2,00397E-02;2,16727E-02;2,30088E-02;2,45791E-02;2,44051E-02;2,54098E-02;2,59515E-02
683;4,60711E-05;3,45042E-04;5,14090E-04;6,04811E-04;9,00011E-04;7,25017E-04;1,62006E-03;2,23650E-03;1,16777E-03;9,06506E-04;1,46612E-03;1,72146E-03;1,74421E-03;3,07768E-03;1,86876E-03;2,26427E-03;1,83570E-03;4,49844E-03;2,09033E-03;4,63837E-03;2,99180E-04;2,95935E-04;3,92074E-04;2,02536E-04;4,49719E-04;2,82696E-03;1,32456E-03;2,79781E-03;1,37704E-03;1,88819E-03;2,94746E-03;3,17874E-03;4,56456E-03;4,12650E-03;4,44328E-03;4,76006E-03;5,07684E-03;5,39363E-03;5,71041E-03;6,02719E-03;1,03175E-03;2,41828E-03;3,92766E-03;5,48181E-03;7,29429E-03;8,48856E-03;1,02436E-02;1,21882E-02;1,29825E-02;1,43791E-02;1,63161E-02;1,84431E-02;1,97544E-02;2,20591E-02;2,28817E-02;2,51793E-02;2,63842E-02;2,65769E-02;2,70371E-02;2,80314E-02
684;2,25803E-05;2,02898E-04;3,41101E-04;4,94328E-04;4,80355E-04;1,26447E-03;1,24013E-03;1,27453E-03;1,43488E-03;1,49064E-03;1,33058E-03;2,23152E-03;2,53376E-03;2,29602E-03;2,37088E-03;2,90001E-03;3,02139E-03;3,47129E-03;2,47700E-03;4,19156E-03;5,98547E-04;6,56392E-04;2,32748E-04;5,42277E-04;1,13973E-03;1,52269E-03;1,28138E-03;1,14619E-03;2,61654E-04;1,97259E-03;2,14702E-03;2,62091E-03;1,00737E-03;2,10511E-03;2,23053E-03;2,35596E-03;2,48139E-03;2,60682E-03;2,73224E-03;2,85767E-03;1,08155E-03;2,67983E-03;4,34136E-03;5,84353E-03;7,72260E-03;9,32595E-03;1,11578E-02;1,30134E-02;1,46831E-02;1,65850E-02;1,80750E-02;1,98464E-02;2,18100E-02;2,37628E-02;2,54541E-02;2,78095E-02;2,81110E-02;2,91480E-02;3,00660E-02;3,04325E-02
685;6,72326E-05;2,11603E-04;3,40242E-04;5,25534E-04;6,74176E-04;1,10875E-03;1,33975E-03;9,81314E-04;1,64236E-03;1,65162E-03;1,97149E-03;2,88717E-03;2,88846E-03;1,82722E-03;3,61250E-03;2,31249E-03;2,66535E-03;4,56695E-03;5,04515E-03;3,46862E-03;1,56254E-04;2,72942E-04;1,87328E-04;5,08240E-04;6,04777E-04;1,70187E-03;2,19642E-03;1,39998E-03;1,85745E-03;2,21495E-03;2,34956E-03;2,85337E-03;2,85800E-03;3,26430E-03;3,49639E-03;3,72849E-03;3,96059E-03;4,19269E-03;4,42479E-03;4,65689E-03;1,22320E-03;2,95007E-03;4,78556E-03;6,48640E-03;8,33394E-03;1,02148E-02;1,21704E-02;1,39051E-02;1,60033E-02;1,77218E-02;1,96702E-02;2,15001E-02;2,40095E-02;2,56709E-02;2,75637E-02;2,96737E-02;3,11789E-02;3,14435E-02;3,20753E-02;3,30056E-02
686;7,60785E-05;2,25141E-04;5,10080E-04;5,08251E-04;8,06304E-04;1,01473E-03;7,82332E-04;1,09046E-03;1,27432E-03;1,72652E-03;2,26836E-03;1,59399E-03;2,75401E-03;2,98030E-03;2,61436E-03;3,01730E-03;2,59391E-03;3,30774E-03;5,23189E-03;4,06398E-03;9,87083E-05;1,68946E-05;4,63303E-04;7,16376E-04;1,06497E-03;2,11306E-03;1,92656E-03;1,85255E-03;3,10544E-03;2,57029E-03;1,34418E-03;2,72611E-03;3,23765E-03;3,22366E-03;3,41744E-03;3,61122E-03;3,80500E-03;3,99879E-03;4,19257E-03;4,38635E-03;1,31738E-03;3,16635E-03;5,21438E-03;7,17098E-03;9,11867E-03;1,11189E-02;1,32777E-02;1,52654E-02;1,72643E-02;1,90304E-02;2,14579E-02;2,32947E-02;2,56349E-02;2,82469E-02;3,04484E-02;3,22692E-02;3,39477E-02;3,45244E-02;3,52702E-02;3,59309E-02
687;7,18042E-05;1,09779E-04;4,08428E-04;3,53749E-04;8,13102E-04;8,22590E-04;9,97908E-04;1,95799E-03;1,10334E-03;2,00019E-03;1,77245E-03;2,20878E-03;1,46445E-03;4,07335E-03;3,29964E-03;1,99675E-03;2,66624E-03;2,84264E-03;3,29378E-03;5,29459E-03;1,90405E-04;7,15755E-04;6,10684E-04;1,16327E-03;1,65582E-03;6,82576E-04;5,32797E-04;1,10169E-03;2,74744E-04;2,77813E-03;1,72381E-03;1,67057E-03;6,10392E-04;1,49390E-03;1,54294E-03;1,59197E-03;1,64100E-03;1,69003E-03;1,73907E-03;1,78810E-03;1,45088E-03;3,43333E-03;5,61142E-03;7,76284E-03;9,61276E-03;1,21926E-02;1,42548E-02;1,65631E-02;1,89771E-02;2,10204E-02;2,33722E-02;2,52143E-02;2,73800E-02;2,97689E-02;3,13285E-02;3,53346E-02;3,60480E-02;3,78558E-02;3,76565E-02;3,91562E-02
688;2,09060E-05;3,06540E-04;4,24498E-04;4,49674E-04;6,57052E-04;6,19879E-04;1,15904E-03;1,45014E-03;2,05759E-03;2,55752E-03;9,73607E-04;1,90850E-03;2,44088E-03;1,14364E-03;2,84771E-03;2,96641E-03;3,67551E-03;2,86152E-03;2,29447E-03;2,83992E-03;6,40701E-05;1,15945E-04;0,00000E+00;7,98358E-04;5,40331E-04;2,91309E-04;2,68230E-03;4,85515E-04;0,00000E+00;5,08283E-04;1,24015E-03;1,13644E-03;2,25672E-03;1,61540E-03;1,72122E-03;1,82703E-03;1,93284E-03;2,03865E-03;2,14446E-03;2,25027E-03;1,55386E-03;3,82542E-03;6,15074E-03;8,46442E-03;1,09227E-02;1,30770E-02;1,58517E-02;1,77349E-02;2,08252E-02;2,37151E-02;2,57863E-02;2,81277E-02;2,97006E-02;3,28354E-02;3,57943E-02;3,78256E-02;3,91375E-02;4,04588E-02;4,08278E-02;4,23585E-02
689;6,16203E-05;2,35546E-04;3,44499E-04;5,94047E-04;7,10198E-04;5,72832E-04;1,44082E-03;6,86285E-04;1,95996E-03;1,54263E-03;1,60497E-03;1,79374E-03;2,28361E-03;2,80894E-03;3,45274E-03;3,05367E-03;1,70143E-03;2,18957E-03;4,19432E-03;3,89234E-03;3,73215E-04;5,62171E-04;2,57308E-04;9,53132E-04;6,28525E-04;3,95061E-05;1,27456E-03;1,02716E-03;5,92591E-04;1,25281E-03;3,63252E-04;2,96830E-03;2,59232E-03;2,23976E-03;2,41122E-03;2,58268E-03;2,75413E-03;2,92559E-03;3,09705E-03;3,26851E-03;1,69335E-03;4,14966E-03;6,68521E-03;9,14777E-03;1,18428E-02;1,42929E-02;1,70264E-02;1,96275E-02;2,17488E-02;2,53476E-02;2,77085E-02;2,99743E-02;3,31184E-02;3,55070E-02;3,86137E-02;4,09860E-02;4,31186E-02;4,33849E-02;4,45198E-02;4,55317E-02
690;5,53846E-05;1,92027E-04;1,89912E-04;4,94081E-04;8,84109E-04;8,96868E-04;9,60279E-04;4,21620E-04;1,44413E-03;7,71423E-04;1,77087E-03;2,14110E-03;1,40593E-03;3,75013E-03;1,34606E-03;2,58097E-03;3,38039E-03;2,01977E-03;4,69597E-03;4,03818E-03;2,08074E-04;2,87776E-04;4,06130E-04;4,63550E-04;1,11718E-03;2,40270E-04;9,44810E-04;1,25118E-03;2,32306E-03;1,97097E-03;0,00000E+00;2,96493E-03;1,81170E-03;2,19582E-03;2,33988E-03;2,48393E-03;2,62799E-03;2,77205E-03;2,91611E-03;3,06016E-03;1,82800E-03;4,39778E-03;7,25553E-03;9,87331E-03;1,26278E-02;1,54500E-02;1,84842E-02;2,13506E-02;2,39045E-02;2,71616E-02;2,97909E-02;3,28201E-02;3,58986E-02;3,86006E-02;4,14836E-02;4,46537E-02;4,67430E-02;4,71289E-02;4,83977E-02;5,01843E-02
691;1,92558E-05;1,01110E-04;3,32759E-04;6,30651E-04;1,12675E-03;1,00916E-03;1,11167E-03;7,60536E-04;8,71313E-04;1,07254E-03;1,35259E-03;1,69977E-03;2,23487E-03;2,56728E-03;6,37094E-04;5,29115E-03;2,90939E-03;2,14321E-03;2,24210E-03;3,32880E-03;4,85042E-05;1,72198E-04;6,61563E-05;4,26705E-04;8,01188E-04;9,56628E-04;1,30438E-03;1,77190E-03;3,06965E-03;2,81613E-03;7,97354E-04;1,07344E-03;2,58054E-03;2,45205E-03;2,60487E-03;2,75769E-03;2,91050E-03;3,06332E-03;3,21614E-03;3,36895E-03;2,02220E-03;4,79474E-03;7,79990E-03;1,08464E-02;1,39491E-02;1,69207E-02;1,98359E-02;2,31047E-02;2,62062E-02;2,93225E-02;3,21109E-02;3,51473E-02;3,82258E-02;4,16690E-02;4,49728E-02;4,84981E-02;5,04094E-02;5,08565E-02;5,19114E-02;5,35544E-02
692;9,82668E-05;1,75958E-04;2,53697E-04;4,95529E-04;9,28846E-04;8,76914E-04;6,07314E-04;1,05750E-03;1,33830E-03;1,33940E-03;1,91936E-03;1,01748E-03;1,26410E-03;2,14593E-03;2,79434E-03;2,80045E-03;2,02056E-03;1,46291E-03;1,79322E-03;1,80137E-03;3,22352E-07;3,60844E-04;7,73336E-06;1,22261E-03;1,28180E-03;2,11132E-03;2,12354E-03;4,63826E-04;1,46698E-03;1,12140E-03;2,67101E-03;4,51613E-04;7,90069E-04;1,37162E-03;1,39021E-03;1,40880E-03;1,42739E-03;1,44599E-03;1,46458E-03;1,48317E-03;2,19333E-03;5,18482E-03;8,20726E-03;1,17617E-02;1,47513E-02;1,80966E-02;2,17774E-02;2,46191E-02;2,79566E-02;3,10546E-02;3,50035E-02;3,89921E-02;4,15740E-02;4,45291E-02;4,88901E-02;5,21702E-02;5,43101E-02;5,55756E-02;5,80330E-02;5,69581E-02
693;8,35249E-05;4,23243E-05;2,64845E-04;4,63068E-04;4,24929E-04;7,15989E-04;4,47113E-04;1,66925E-03;1,43065E-03;1,24573E-03;9,86227E-04;2,23750E-03;1,16811E-03;3,75143E-03;1,93031E-03;2,27154E-03;2,74087E-03;2,00118E-03;2,12639E-03;2,89862E-03;4,38140E-05;2,33578E-04;6,60189E-04;7,24054E-04;9,94622E-05;0,00000E+00;1,32555E-03;1,80511E-03;2,34871E-03;8,68825E-04;7,33382E-04;6,08178E-04;1,35127E-03;1,32615E-03;1,38105E-03;1,43596E-03;1,49086E-03;1,54576E-03;1,60067E-03;1,65557E-03;2,40286E-03;5,63918E-03;9,15160E-03;1,25207E-02;1,63191E-02;1,97624E-02;2,35489E-02;2,75644E-02;3,06024E-02;3,42369E-02;3,76049E-02;4,18803E-02;4,53275E-02;4,87028E-02;5,30208E-02;5,75841E-02;5,84658E-02;6,12941E-02;6,11038E-02;6,38384E-02
694;5,86852E-05;1,70718E-04;4,11748E-04;5,39707E-04;4,01949E-04;1,12607E-03;1,18375E-03;1,31530E-03;1,79955E-03;6,66051E-04;1,60416E-03;1,31404E-03;1,26708E-03;2,68933E-03;1,51033E-03;2,28759E-03;3,28877E-03;3,48555E-03;1,99331E-03;2,78684E-03;2,31608E-04;7,90725E-04;5,12191E-04;1,08345E-03;7,92976E-04;0,00000E+00;1,44351E-03;3,73746E-04;2,01948E-03;1,01108E-04;1,49046E-03;1,87050E-03;1,85968E-03;1,78221E-03;1,89110E-03;1,99998E-03;2,10886E-03;2,21774E-03;2,32662E-03;2,43550E-03;2,54113E-03;6,06495E-03;9,94613E-03;1,36963E-02;1,75199E-02;2,12506E-02;2,52086E-02;2,92090E-02;3,28708E-02;3,70434E-02;4,13337E-02;4,56092E-02;4,90018E-02;5,28806E-02;5,64466E-02;6,11023E-02;6,29939E-02;6,56577E-02;6,61963E-02;6,85688E-02
695;5,02219E-05;1,43046E-04;4,29021E-04;5,80442E-04;6,06674E-04;8,11180E-04;1,02534E-03;1,20689E-03;1,41711E-03;1,24131E-03;2,05648E-03;1,40646E-03;2,26128E-03;1,39306E-03;5,27411E-04;2,71103E-03;3,42982E-03;2,93371E-03;3,16887E-03;2,48762E-03;3,09970E-04;4,50988E-04;5,98752E-04;6,91495E-04;1,20366E-03;2,26348E-04;5,63115E-04;1,50899E-04;2,14682E-03;2,33856E-03;1,62014E-03;3,19980E-03;2,41034E-03;2,82206E-03;3,03682E-03;3,25159E-03;3,46635E-03;3,68112E-03;3,89588E-03;4,11065E-03;2,71430E-03;6,65847E-03;1,07049E-02;1,48923E-02;1,88267E-02;2,31316E-02;2,71681E-02;3,14635E-02;3,59509E-02;4,02980E-02;4,45460E-02;4,86346E-02;5,22609E-02;5,71045E-02;6,14197E-02;6,55621E-02;6,89617E-02;6,95175E-02;7,16312E-02;7,33108E-02
696;3,41001E-05;1,14528E-04;1,21081E-04;4,82895E-04;4,40125E-04;3,48641E-04;1,01908E-03;1,07402E-03;1,24437E-03;1,08995E-03;1,74417E-03;2,54439E-03;2,62903E-03;1,64949E-03;1,67374E-03;2,69520E-03;1,77921E-03;4,01492E-03;2,74854E-03;2,75885E-03;1,71655E-04;2,42259E-04;1,09675E-04;3,90173E-05;9,63945E-04;2,39452E-04;1,81135E-03;1,23303E-03;6,44395E-04;7,84426E-04;1,10936E-03;2,51940E-03;1,37427E-03;1,90587E-03;2,04284E-03;2,17982E-03;2,31679E-03;2,45377E-03;2,59074E-03;2,72772E-03;2,95146E-03;7,24656E-03;1,14367E-02;1,60516E-02;2,05815E-02;2,50752E-02;2,93919E-02;3,42051E-02;3,86498E-02;4,37953E-02;4,76411E-02;5,25566E-02;5,67898E-02;6,16856E-02;6,66917E-02;7,02105E-02;7,25820E-02;7,47269E-02;7,82290E-02;7,82222E-02
697;3,21606E-05;1,17606E-04;2,66907E-04;2,99999E-04;7,71931E-04;8,10188E-04;6,03642E-04;5,75874E-04;7,34698E-04;1,12881E-03;9,41397E-04;1,61314E-03;8,11338E-04;2,01821E-03;4,23890E-03;2,02714E-03;2,43542E-03;1,60993E-03;1,23837E-03;2,24518E-03;2,72569E-04;2,02170E-04;2,21468E-05;7,11720E-04;6,44355E-04;1,34624E-03;1,21490E-03;1,22412E-04;1,03690E-03;4,99584E-04;2,86487E-03;7,08692E-04;1,15269E-03;1,54824E-03;1,63887E-03;1,72949E-03;1,82011E-03;1,91074E-03;2,00136E-03;2,09199E-03;3,16978E-03;7,90563E-03;1,23173E-02;1,74154E-02;2,22072E-02;2,69692E-02;3,21796E-02;3,67193E-02;4,18397E-02;4,67603E-02;5,07258E-02;5,56422E-02;6,17861E-02;6,57788E-02;7,12648E-02;7,66000E-02;7,87525E-02;8,09550E-02;8,41693E-02;8,51067E-02
698;2,51779E-05;2,40434E-04;3,32141E-04;5,18975E-04;5,49293E-04;8,17743E-04;8,19646E-04;7,42606E-04;8,22368E-04;8,21111E-04;1,37264E-03;1,73761E-03;1,61803E-03;1,52327E-03;2,59789E-03;2,84744E-03;2,12319E-03;2,47183E-03;3,72471E-03;2,27448E-03;6,51297E-05;1,86645E-05;3,95456E-04;1,12608E-03;1,19934E-03;1,45371E-03;6,35575E-04;1,28852E-03;4,89503E-04;1,67281E-03;1,45371E-03;2,61707E-04;2,74049E-03;1,66542E-03;1,74113E-03;1,81684E-03;1,89255E-03;1,96826E-03;2,04398E-03;2,11969E-03;3,52720E-03;8,43794E-03;1,35220E-02;1,87573E-02;2,37478E-02;2,89579E-02;3,44129E-02;3,99802E-02;4,45632E-02;5,01782E-02;5,55444E-02;6,07269E-02;6,50168E-02;7,10759E-02;7,64328E-02;8,16264E-02;8,50983E-02;8,73331E-02;8,90180E-02;9,20122E-02
