Time;10:50:38;10:50:48;10:50:55;10:51:02;10:51:08;10:51:15;10:51:23;10:51:32;10:52:59;10:53:08;10:53:17;10:53:29;10:53:43;10:54:07;10:54:15;10:54:24;10:54:32;10:54:39;10:54:45;10:54:55;10:55:41;10:56:09;10:56:57;10:57:08;10:57:15;10:57:30;10:57:36;10:57:43;10:57:50;10:57:58;10:58:05;10:58:13;10:58:20;10:58:29;10:58:37;10:58:45;10:58:53;10:59:00;10:59:08;10:59:15;10:59:31;10:59:39;10:59:58;11:00:07;11:00:14;11:00:22;11:00:30;11:00:37;11:00:44;11:00:51;11:01:00;11:01:37;11:01:57;11:02:04;11:02:12;11:02:19;11:02:27;11:02:34;11:02:42;11:02:50;11:03:12;11:03:40;11:03:48;11:03:57;11:04:04;11:04:10;11:04:18;11:04:26;11:04:33;11:04:40;11:04:48;11:04:56;11:05:03;11:05:11;11:05:18;11:05:25;11:05:37;11:05:44;11:05:51;11:05:59;11:06:23;11:06:32;11:06:39;11:06:46;11:06:53;11:07:00;11:07:08;11:07:16;11:07:23;11:07:32;11:07:39;11:07:46;11:07:53;11:08:01;11:08:08;11:08:15;11:08:22;11:08:31;11:08:38;11:08:45;11:09:40;11:10:40;11:10:52;11:11:03;11:11:10;11:11:17;11:11:26;11:11:33;11:11:41;11:11:48;11:11:55;11:12:03;11:12:11;11:12:27;11:12:37;11:14:12;11:14:20;11:14:28;11:14:35;11:14:43;11:15:05;11:15:16;11:15:41;11:15:51;11:16:07;11:16:17;11:16:23;11:16:35;11:16:41;11:16:48;11:17:05;11:17:14;11:18:12;11:18:20;11:18:31;11:18:42;11:21:29;11:21:47;11:21:57;11:22:05;11:23:48;11:23:59;11:24:16;11:24:28;11:24:46;11:25:00;11:25:11;11:25:18;11:25:25;11:25:33;11:25:49;11:26:01;11:26:10;11:29:22;11:29:33;11:29:39;11:29:50;11:29:58;11:30:06;11:30:17
480;1,39989E-02;3,44745E-02;5,32543E-02;7,07679E-02;8,90886E-02;1,06531E-01;1,22183E-01;1,38726E-01;1,54781E-01;1,71073E-01;1,83564E-01;1,99961E-01;2,13516E-01;2,29704E-01;2,45128E-01;2,57682E-01;2,70498E-01;2,86051E-01;3,00350E-01;3,08673E-01;1,67171E-02;3,85525E-02;5,64245E-02;7,27038E-02;8,69757E-02;1,00023E-01;1,11219E-01;1,21517E-01;1,32738E-01;1,41737E-01;1,52375E-01;1,62070E-01;1,67895E-01;1,76882E-01;1,84570E-01;1,93263E-01;2,01663E-01;2,07372E-01;2,18137E-01;2,22499E-01;2,71619E-03;7,48949E-03;1,31718E-02;1,95997E-02;2,64828E-02;3,41798E-02;4,16307E-02;4,98477E-02;5,79310E-02;6,70775E-02;7,55106E-02;8,37421E-02;9,22276E-02;1,01525E-01;1,10260E-01;1,20167E-01;1,29178E-01;1,37073E-01;1,44813E-01;1,55448E-01;1,49685E-04;3,29268E-04;7,02503E-04;1,03825E-03;1,64950E-03;1,96494E-03;2,40132E-03;3,04032E-03;3,60828E-03;3,97522E-03;4,96365E-03;5,79155E-03;6,67925E-03;7,99104E-03;8,22740E-03;9,25564E-03;1,03603E-02;1,19006E-02;1,21741E-02;1,34619E-02;7,79553E-05;1,78957E-04;2,50247E-04;4,35858E-04;5,53903E-04;5,80763E-04;5,73026E-04;7,29636E-04;8,40689E-04;9,39658E-04;9,62700E-04;1,14129E-03;1,16602E-03;1,16063E-03;1,19583E-03;1,25555E-03;1,31927E-03;1,38766E-03;1,73374E-03;1,66481E-03;8,80722E-06;0,00000E+00;0,00000E+00;7,32120E-05;6,80401E-05;0,00000E+00;0,00000E+00;5,18823E-05;5,83748E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,19832E-05;7,34705E-05;5,49852E-05;1,93031E-04;2,61740E-05;0,00000E+00;2,45627E-04;1,67908E-04;0,00000E+00;0,00000E+00;4,89930E-05;1,04135E-05;0,00000E+00;0,00000E+00;4,72310E-05;2,48413E-05;0,00000E+00;1,17245E-04;0,00000E+00;9,44621E-05;2,09916E-05;0,00000E+00;0,00000E+00;4,40030E-05;0,00000E+00;3,31816E-04;2,60430E-04;1,75907E-04;0,00000E+00;6,38432E-06;0,00000E+00;0,00000E+00;1,53246E-05;0,00000E+00;2,62395E-06;5,24789E-06;0,00000E+00;2,74543E-05;8,55433E-05;1,04616E-05;5,58154E-06;9,52565E-05;0,00000E+00;0,00000E+00;9,44621E-05;0,00000E+00;1,32398E-04;0,00000E+00
481;1,42065E-02;3,42975E-02;5,31260E-02;7,19412E-02;8,92082E-02;1,06972E-01;1,22674E-01;1,39062E-01;1,55795E-01;1,73753E-01;1,86264E-01;2,00297E-01;2,13757E-01;2,30021E-01;2,46556E-01;2,58495E-01;2,74515E-01;2,86956E-01;3,01624E-01;3,12354E-01;1,58525E-02;3,55964E-02;5,24204E-02;6,71718E-02;7,96989E-02;9,15516E-02;1,02740E-01;1,12033E-01;1,21230E-01;1,32166E-01;1,38759E-01;1,47688E-01;1,54615E-01;1,61808E-01;1,70596E-01;1,78717E-01;1,85822E-01;1,91039E-01;1,97647E-01;2,04830E-01;3,05784E-03;8,58321E-03;1,50270E-02;2,22566E-02;3,02142E-02;3,85185E-02;4,74873E-02;5,70412E-02;6,58160E-02;7,54163E-02;8,40599E-02;9,39458E-02;1,03608E-01;1,14571E-01;1,22355E-01;1,33395E-01;1,43618E-01;1,54098E-01;1,60337E-01;1,69577E-01;1,44071E-04;3,93219E-04;6,79685E-04;1,17266E-03;1,77775E-03;1,99989E-03;2,81188E-03;3,42109E-03;4,23918E-03;4,79322E-03;5,60340E-03;6,38429E-03;7,62129E-03;8,29409E-03;9,46445E-03;1,06492E-02;1,14638E-02;1,31160E-02;1,41696E-02;1,48450E-02;6,86496E-05;1,95236E-04;2,68494E-04;4,09163E-04;4,94658E-04;5,54127E-04;7,46386E-04;8,38470E-04;7,65305E-04;9,85457E-04;9,28543E-04;1,10659E-03;1,24189E-03;1,08048E-03;1,14377E-03;1,49606E-03;1,41873E-03;1,64329E-03;1,56193E-03;1,79698E-03;0,00000E+00;0,00000E+00;0,00000E+00;1,85092E-05;9,24359E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,58289E-05;0,00000E+00;3,72929E-05;0,00000E+00;1,28131E-05;7,39054E-05;0,00000E+00;1,49491E-04;7,07804E-05;1,62709E-04;0,00000E+00;9,25107E-06;2,00470E-05;4,26098E-06;0,00000E+00;0,00000E+00;4,66161E-05;1,88089E-04;0,00000E+00;0,00000E+00;1,53041E-05;0,00000E+00;3,35636E-04;0,00000E+00;0,00000E+00;3,13262E-04;0,00000E+00;2,32327E-04;1,06563E-04;2,60425E-04;0,00000E+00;4,40527E-05;6,38373E-06;0,00000E+00;0,00000E+00;1,58612E-04;0,00000E+00;4,19545E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,28067E-06;9,77961E-06;1,59363E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,50227E-05;0,00000E+00
482;1,43989E-02;3,45108E-02;5,32870E-02;7,33750E-02;9,07464E-02;1,08187E-01;1,24328E-01;1,41420E-01;1,57745E-01;1,74126E-01;1,89902E-01;2,03124E-01;2,18465E-01;2,32902E-01;2,51142E-01;2,60363E-01;2,79360E-01;2,91715E-01;3,02054E-01;3,16020E-01;1,47385E-02;3,29089E-02;4,83693E-02;6,15244E-02;7,30633E-02;8,39890E-02;9,35191E-02;1,03343E-01;1,12241E-01;1,21018E-01;1,28105E-01;1,35222E-01;1,42506E-01;1,48773E-01;1,57152E-01;1,63772E-01;1,70388E-01;1,78057E-01;1,81330E-01;1,89071E-01;3,58111E-03;9,90987E-03;1,73933E-02;2,59111E-02;3,49072E-02;4,40757E-02;5,44042E-02;6,46561E-02;7,53704E-02;8,55593E-02;9,60427E-02;1,06282E-01;1,16808E-01;1,28291E-01;1,37848E-01;1,49259E-01;1,60566E-01;1,72079E-01;1,78576E-01;1,88732E-01;1,56734E-04;4,54677E-04;8,29349E-04;1,36702E-03;1,89448E-03;2,47693E-03;3,21973E-03;3,92668E-03;4,86820E-03;5,60914E-03;6,65857E-03;7,27470E-03;8,64782E-03;9,38181E-03;1,07238E-02;1,18336E-02;1,31815E-02;1,46787E-02;1,58282E-02;1,68780E-02;7,18238E-05;1,98542E-04;2,93745E-04;4,26836E-04;4,49405E-04;5,50713E-04;7,18719E-04;8,17472E-04;8,43229E-04;9,57440E-04;9,94633E-04;1,06738E-03;1,30465E-03;1,05545E-03;1,20469E-03;1,54192E-03;1,43487E-03;1,69224E-03;1,71852E-03;1,83785E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,91262E-05;0,00000E+00;0,00000E+00;1,44914E-05;0,00000E+00;0,00000E+00;7,55151E-07;0,00000E+00;1,77913E-06;4,69056E-05;1,32233E-04;0,00000E+00;0,00000E+00;1,63818E-04;0,00000E+00;7,76237E-06;0,00000E+00;4,41341E-07;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,22392E-06;1,06395E-04;0,00000E+00;3,49312E-05;7,30111E-07;0,00000E+00;1,33276E-04;0,00000E+00;0,00000E+00;9,52305E-05;0,00000E+00;1,57683E-04;0,00000E+00;7,79348E-05;0,00000E+00;3,07341E-05;2,70686E-05;0,00000E+00;4,28034E-06;1,07315E-04;0,00000E+00;2,00153E-06;1,38758E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,57601E-07;1,34582E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,39503E-05;0,00000E+00
483;1,44979E-02;3,48096E-02;5,36660E-02;7,44349E-02;9,20854E-02;1,09687E-01;1,26643E-01;1,44111E-01;1,60182E-01;1,74290E-01;1,93406E-01;2,06097E-01;2,23574E-01;2,36481E-01;2,54879E-01;2,63196E-01;2,83152E-01;2,96676E-01;3,04555E-01;3,19489E-01;1,35481E-02;3,02940E-02;4,42158E-02;5,61526E-02;6,66153E-02;7,66961E-02;8,45446E-02;9,47726E-02;1,03479E-01;1,09247E-01;1,17513E-01;1,23695E-01;1,30394E-01;1,36159E-01;1,43712E-01;1,49156E-01;1,55038E-01;1,64589E-01;1,67276E-01;1,73814E-01;4,15099E-03;1,12824E-02;1,99312E-02;2,97801E-02;3,98779E-02;5,01195E-02;6,14728E-02;7,24560E-02;8,50298E-02;9,59848E-02;1,08839E-01;1,19471E-01;1,30627E-01;1,42447E-01;1,54017E-01;1,66078E-01;1,77785E-01;1,89818E-01;1,98051E-01;2,09003E-01;1,71869E-04;5,10373E-04;1,02792E-03;1,54925E-03;2,05193E-03;2,99118E-03;3,61052E-03;4,42205E-03;5,47014E-03;6,35079E-03;7,69898E-03;8,20080E-03;9,66274E-03;1,06690E-02;1,19815E-02;1,31090E-02;1,50584E-02;1,62803E-02;1,75178E-02;1,91018E-02;8,22954E-05;2,05005E-04;3,16645E-04;4,42185E-04;4,39825E-04;5,73906E-04;6,61506E-04;7,65538E-04;9,24254E-04;9,33342E-04;1,08191E-03;1,06863E-03;1,31312E-03;1,10395E-03;1,37972E-03;1,47200E-03;1,45698E-03;1,70392E-03;1,94185E-03;1,81094E-03;0,00000E+00;0,00000E+00;1,68655E-06;4,93218E-05;1,04291E-05;0,00000E+00;0,00000E+00;1,18502E-04;8,52661E-05;0,00000E+00;6,63337E-06;0,00000E+00;5,07917E-05;2,81363E-04;2,99975E-04;2,31023E-05;2,43582E-05;5,98467E-05;2,70422E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,20736E-05;5,74229E-06;3,32100E-05;0,00000E+00;0,00000E+00;5,50528E-05;1,38565E-04;0,00000E+00;0,00000E+00;3,90705E-06;8,17645E-05;0,00000E+00;0,00000E+00;9,82274E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,38688E-05;9,39908E-06;3,49907E-05;0,00000E+00;2,30971E-05;9,13950E-06;4,08822E-05;1,85585E-05;1,06701E-05;0,00000E+00;0,00000E+00;4,33681E-05;0,00000E+00;8,62058E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
484;1,45967E-02;3,51365E-02;5,44579E-02;7,47624E-02;9,19732E-02;1,11448E-01;1,29055E-01;1,45356E-01;1,61919E-01;1,76006E-01;1,94416E-01;2,08553E-01;2,25228E-01;2,38769E-01;2,55321E-01;2,69335E-01;2,81651E-01;2,96064E-01;3,14973E-01;3,23609E-01;1,25271E-02;2,79919E-02;4,03741E-02;5,17766E-02;6,07171E-02;6,97712E-02;7,75305E-02;8,57229E-02;9,28352E-02;9,75973E-02;1,05301E-01;1,11180E-01;1,17693E-01;1,24348E-01;1,30409E-01;1,36324E-01;1,41242E-01;1,45957E-01;1,53283E-01;1,57685E-01;4,71365E-03;1,30426E-02;2,29236E-02;3,39229E-02;4,57986E-02;5,71709E-02;6,92145E-02;8,20258E-02;9,48417E-02;1,06808E-01;1,21749E-01;1,32828E-01;1,46661E-01;1,58674E-01;1,70086E-01;1,83909E-01;1,93686E-01;2,06216E-01;2,19554E-01;2,28001E-01;1,90057E-04;6,00858E-04;1,13149E-03;1,68586E-03;2,42327E-03;3,23121E-03;4,06475E-03;5,00410E-03;5,83273E-03;6,95789E-03;8,07865E-03;9,20650E-03;1,07918E-02;1,21770E-02;1,37086E-02;1,52975E-02;1,66419E-02;1,80605E-02;1,99759E-02;2,12070E-02;1,03456E-04;2,29124E-04;3,01196E-04;4,18169E-04;5,54060E-04;6,86714E-04;7,62871E-04;8,34292E-04;9,44386E-04;1,08306E-03;1,25674E-03;1,08925E-03;1,20970E-03;1,29205E-03;1,66566E-03;1,48031E-03;1,54472E-03;1,80729E-03;1,69373E-03;1,78829E-03;0,00000E+00;0,00000E+00;4,04391E-05;8,68138E-05;6,47838E-05;0,00000E+00;0,00000E+00;1,05048E-04;0,00000E+00;0,00000E+00;2,64745E-05;0,00000E+00;2,63450E-04;6,23739E-05;4,47535E-04;9,22035E-05;9,72161E-05;1,71548E-04;2,76076E-04;0,00000E+00;1,43478E-06;0,00000E+00;0,00000E+00;5,15885E-05;2,29181E-05;1,32544E-04;1,30146E-05;8,27902E-05;1,51890E-04;1,27739E-04;0,00000E+00;0,00000E+00;3,29463E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,81217E-05;1,21179E-04;0,00000E+00;0,00000E+00;8,91127E-06;0,00000E+00;2,84594E-06;5,86179E-05;1,30146E-05;9,79291E-05;2,87183E-05;0,00000E+00;9,22368E-06;1,11617E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,33820E-06
485;1,46854E-02;3,54676E-02;5,51330E-02;7,54528E-02;9,39227E-02;1,12544E-01;1,29111E-01;1,47411E-01;1,64628E-01;1,79655E-01;1,96148E-01;2,10050E-01;2,27401E-01;2,42078E-01;2,58514E-01;2,73770E-01;2,85885E-01;3,03463E-01;3,16306E-01;3,30854E-01;1,13396E-02;2,53236E-02;3,67129E-02;4,60509E-02;5,42607E-02;6,23386E-02;6,99683E-02;7,67719E-02;8,31393E-02;8,91714E-02;9,64421E-02;9,92930E-02;1,06420E-01;1,10126E-01;1,17425E-01;1,23443E-01;1,29018E-01;1,32995E-01;1,37801E-01;1,43568E-01;5,39937E-03;1,49638E-02;2,61400E-02;3,87647E-02;5,16166E-02;6,42534E-02;7,83732E-02;9,26081E-02;1,06679E-01;1,20130E-01;1,35087E-01;1,47551E-01;1,60942E-01;1,75144E-01;1,87239E-01;2,00128E-01;2,13570E-01;2,25757E-01;2,37984E-01;2,49095E-01;2,37187E-04;7,70583E-04;1,28613E-03;1,99605E-03;2,82972E-03;3,48500E-03;4,79410E-03;5,57962E-03;6,99900E-03;7,91128E-03;9,19048E-03;1,06430E-02;1,19590E-02;1,36877E-02;1,53331E-02;1,69818E-02;1,84534E-02;2,00921E-02;2,21245E-02;2,36819E-02;9,76966E-05;2,39919E-04;3,35748E-04;4,46111E-04;6,11525E-04;7,36443E-04;7,96704E-04;9,14775E-04;1,02088E-03;1,02845E-03;1,15094E-03;1,18219E-03;1,25896E-03;1,49812E-03;1,54622E-03;1,57861E-03;1,74651E-03;1,77760E-03;1,86448E-03;2,00562E-03;0,00000E+00;0,00000E+00;4,18178E-05;1,84449E-04;2,87322E-05;0,00000E+00;1,34002E-05;1,80934E-04;3,72641E-05;1,03684E-05;1,13754E-05;5,36007E-05;2,89750E-04;9,38012E-05;2,17989E-04;4,75408E-05;0,00000E+00;1,86973E-04;4,31197E-04;0,00000E+00;1,77998E-06;0,00000E+00;0,00000E+00;3,83327E-05;0,00000E+00;2,68003E-05;1,36747E-04;1,02709E-04;1,88433E-04;0,00000E+00;0,00000E+00;6,70008E-05;2,15278E-05;0,00000E+00;0,00000E+00;0,00000E+00;6,43929E-05;0,00000E+00;7,21054E-05;1,50334E-04;0,00000E+00;0,00000E+00;1,10553E-05;0,00000E+00;4,89129E-06;2,74683E-05;1,61458E-05;5,30510E-05;1,27368E-05;0,00000E+00;1,14428E-05;1,00966E-04;2,15471E-05;7,91170E-05;4,69006E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,23828E-05
486;1,46871E-02;3,61852E-02;5,63367E-02;7,62341E-02;9,50895E-02;1,12766E-01;1,31423E-01;1,49620E-01;1,65966E-01;1,83948E-01;2,00674E-01;2,15791E-01;2,33844E-01;2,46526E-01;2,61150E-01;2,76945E-01;2,93312E-01;3,08748E-01;3,24068E-01;3,36737E-01;1,03658E-02;2,27040E-02;3,28301E-02;4,11030E-02;4,92415E-02;5,61896E-02;6,31813E-02;6,88186E-02;7,44623E-02;8,16352E-02;8,74970E-02;9,10825E-02;9,56539E-02;1,02480E-01;1,06334E-01;1,11274E-01;1,18638E-01;1,20763E-01;1,27211E-01;1,30872E-01;6,23444E-03;1,71006E-02;2,98430E-02;4,37572E-02;5,82003E-02;7,27863E-02;8,86821E-02;1,03459E-01;1,19050E-01;1,34280E-01;1,49603E-01;1,63463E-01;1,77553E-01;1,91835E-01;2,06340E-01;2,20556E-01;2,34435E-01;2,46574E-01;2,58337E-01;2,71069E-01;2,66924E-04;7,88355E-04;1,39220E-03;2,21511E-03;3,14301E-03;4,04739E-03;5,41747E-03;6,26803E-03;7,63343E-03;8,84809E-03;1,07091E-02;1,19626E-02;1,32804E-02;1,47445E-02;1,70363E-02;1,88606E-02;2,08937E-02;2,24309E-02;2,44865E-02;2,62296E-02;1,19852E-04;2,62073E-04;3,34391E-04;4,54470E-04;6,60025E-04;6,91311E-04;9,10902E-04;1,01294E-03;1,00219E-03;1,03257E-03;1,08811E-03;1,32960E-03;1,38245E-03;1,61692E-03;1,44988E-03;1,55444E-03;1,69396E-03;1,61554E-03;1,85969E-03;1,98341E-03;0,00000E+00;0,00000E+00;0,00000E+00;1,40931E-04;0,00000E+00;0,00000E+00;1,41930E-04;7,81065E-05;1,66562E-05;4,63446E-06;5,08453E-06;2,39583E-05;9,58332E-05;9,63031E-05;5,40332E-05;2,12497E-05;2,71202E-04;0,00000E+00;3,25309E-04;1,31802E-04;8,99194E-06;6,74440E-06;0,00000E+00;4,22794E-05;0,00000E+00;1,19791E-05;5,39062E-05;8,64759E-05;3,66119E-05;0,00000E+00;0,00000E+00;2,99479E-05;0,00000E+00;1,81253E-04;0,00000E+00;6,25299E-05;2,87822E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,68283E-05;0,00000E+00;4,55057E-05;1,34982E-05;2,18630E-06;0,00000E+00;0,00000E+00;1,04818E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,51294E-05;9,63109E-06;3,53636E-05;2,09635E-05;0,00000E+00;0,00000E+00;1,08752E-04;0,00000E+00;2,99479E-05
487;1,50598E-02;3,66995E-02;5,68254E-02;7,71431E-02;9,55381E-02;1,15009E-01;1,33244E-01;1,49853E-01;1,68140E-01;1,86074E-01;2,01443E-01;2,20041E-01;2,36349E-01;2,52598E-01;2,66195E-01;2,80219E-01;2,98627E-01;3,15021E-01;3,26596E-01;3,39281E-01;9,28245E-03;2,04362E-02;2,98824E-02;3,72106E-02;4,48122E-02;5,11732E-02;5,75087E-02;6,27143E-02;6,80470E-02;7,39851E-02;7,80079E-02;8,42378E-02;8,77177E-02;9,26875E-02;9,73748E-02;1,02460E-01;1,06049E-01;1,11062E-01;1,14231E-01;1,18920E-01;7,14066E-03;1,97778E-02;3,41045E-02;4,94875E-02;6,54919E-02;8,21200E-02;9,87896E-02;1,14426E-01;1,32595E-01;1,48661E-01;1,65732E-01;1,80267E-01;1,96103E-01;2,10419E-01;2,25827E-01;2,40537E-01;2,55526E-01;2,66469E-01;2,82001E-01;2,94599E-01;2,87824E-04;8,78708E-04;1,45579E-03;2,60158E-03;3,43393E-03;4,68567E-03;5,85511E-03;7,35429E-03;8,69109E-03;1,06420E-02;1,22367E-02;1,34838E-02;1,50950E-02;1,68515E-02;1,88245E-02;2,13415E-02;2,25551E-02;2,51635E-02;2,69194E-02;2,97043E-02;1,16298E-04;2,61870E-04;3,31166E-04;4,96751E-04;6,94565E-04;8,23044E-04;7,96684E-04;1,06251E-03;1,01471E-03;1,16643E-03;1,21899E-03;1,49436E-03;1,33828E-03;1,43605E-03;1,75842E-03;1,84620E-03;2,04824E-03;2,06674E-03;2,02203E-03;2,08648E-03;0,00000E+00;3,30602E-05;0,00000E+00;9,40728E-05;0,00000E+00;1,48330E-04;9,25080E-06;3,04854E-06;1,26918E-04;0,00000E+00;1,16231E-04;0,00000E+00;0,00000E+00;1,17800E-04;3,85993E-04;1,34933E-04;1,84555E-05;1,82950E-04;1,53668E-05;8,96917E-06;6,11907E-07;4,58960E-07;0,00000E+00;2,77524E-06;0,00000E+00;0,00000E+00;1,59739E-04;3,31032E-05;1,78563E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,10759E-04;1,23344E-05;0,00000E+00;4,25520E-06;0,00000E+00;2,89299E-05;0,00000E+00;0,00000E+00;1,14517E-06;2,97298E-05;4,73678E-05;9,18559E-07;0,00000E+00;0,00000E+00;1,59739E-04;9,12797E-05;2,02520E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,66939E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,40064E-06;0,00000E+00;0,00000E+00
488;1,51638E-02;3,68130E-02;5,80525E-02;7,83951E-02;9,87746E-02;1,16729E-01;1,36159E-01;1,53913E-01;1,70468E-01;1,89190E-01;2,08352E-01;2,22792E-01;2,42372E-01;2,55935E-01;2,70088E-01;2,88616E-01;3,03688E-01;3,19423E-01;3,33161E-01;3,50977E-01;8,33562E-03;1,82371E-02;2,65834E-02;3,34980E-02;4,03424E-02;4,59407E-02;5,14464E-02;5,62970E-02;6,16793E-02;6,62689E-02;6,94715E-02;7,48104E-02;7,85258E-02;8,33758E-02;8,78833E-02;9,22717E-02;9,52139E-02;1,01796E-01;1,04929E-01;1,07458E-01;8,20513E-03;2,23978E-02;3,84470E-02;5,63447E-02;7,39948E-02;9,25389E-02;1,10239E-01;1,27759E-01;1,46915E-01;1,65129E-01;1,81038E-01;1,96665E-01;2,14102E-01;2,31047E-01;2,45560E-01;2,60824E-01;2,75346E-01;2,89804E-01;3,00660E-01;3,14167E-01;3,29441E-04;1,00517E-03;1,95190E-03;2,84088E-03;3,88751E-03;5,50331E-03;6,49867E-03;8,32956E-03;9,74091E-03;1,12440E-02;1,27419E-02;1,47868E-02;1,70079E-02;1,89905E-02;2,11182E-02;2,33056E-02;2,60256E-02;2,83170E-02;3,02540E-02;3,25948E-02;1,12904E-04;2,20019E-04;3,73564E-04;5,53034E-04;6,57189E-04;8,40662E-04;9,68346E-04;1,01123E-03;1,23780E-03;1,14857E-03;1,40762E-03;1,49345E-03;1,62533E-03;1,80901E-03;1,69671E-03;1,90575E-03;1,96339E-03;1,95267E-03;2,09375E-03;2,04115E-03;0,00000E+00;0,00000E+00;0,00000E+00;9,08009E-05;0,00000E+00;1,04694E-05;1,53290E-04;4,68213E-05;0,00000E+00;5,86316E-05;8,67516E-05;0,00000E+00;0,00000E+00;0,00000E+00;6,91430E-05;2,88892E-05;2,33713E-04;0,00000E+00;0,00000E+00;3,08852E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,48982E-06;0,00000E+00;1,43071E-04;4,28724E-05;0,00000E+00;9,63310E-05;0,00000E+00;0,00000E+00;4,08774E-05;0,00000E+00;1,39593E-05;0,00000E+00;2,11532E-04;0,00000E+00;1,38404E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,99731E-06;0,00000E+00;1,11907E-05;1,69511E-04;1,74491E-06;0,00000E+00;6,19421E-06;0,00000E+00;4,96390E-05;0,00000E+00;1,40288E-06;8,34630E-05;0,00000E+00;1,73729E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
489;1,54289E-02;3,73727E-02;5,88128E-02;7,91194E-02;9,95821E-02;1,19152E-01;1,38439E-01;1,58024E-01;1,74123E-01;1,95321E-01;2,12127E-01;2,29219E-01;2,45747E-01;2,62009E-01;2,77129E-01;2,96847E-01;3,08691E-01;3,27015E-01;3,40329E-01;3,59970E-01;7,44722E-03;1,66742E-02;2,40393E-02;3,00747E-02;3,68017E-02;4,17439E-02;4,68775E-02;5,14531E-02;5,52657E-02;6,03519E-02;6,40806E-02;6,81221E-02;7,32360E-02;7,64789E-02;8,01148E-02;8,29174E-02;8,71993E-02;9,00744E-02;9,49497E-02;9,80680E-02;9,42005E-03;2,57634E-02;4,36217E-02;6,28632E-02;8,26276E-02;1,01983E-01;1,22457E-01;1,41893E-01;1,60063E-01;1,81581E-01;1,98697E-01;2,13913E-01;2,33425E-01;2,49227E-01;2,65153E-01;2,79141E-01;2,94500E-01;3,08294E-01;3,21852E-01;3,36489E-01;3,83846E-04;1,17038E-03;2,17478E-03;3,23868E-03;4,35996E-03;6,05756E-03;7,33411E-03;9,10600E-03;1,09374E-02;1,27200E-02;1,47182E-02;1,67543E-02;1,88781E-02;2,07853E-02;2,40292E-02;2,57045E-02;2,91065E-02;3,14651E-02;3,36194E-02;3,66432E-02;9,26868E-05;2,99930E-04;4,03201E-04;5,53246E-04;6,43299E-04;9,08793E-04;9,74694E-04;1,05315E-03;1,17581E-03;1,36806E-03;1,55627E-03;1,63990E-03;1,58076E-03;1,80755E-03;2,03466E-03;2,00776E-03;2,26991E-03;2,29457E-03;2,53700E-03;2,34036E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,71240E-05;0,00000E+00;9,70589E-05;0,00000E+00;1,34232E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,30033E-04;5,02608E-05;2,19144E-05;0,00000E+00;3,19826E-04;9,04041E-07;0,00000E+00;0,00000E+00;1,57080E-05;0,00000E+00;0,00000E+00;1,04180E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,14805E-04;0,00000E+00;6,28321E-05;0,00000E+00;0,00000E+00;1,37921E-04;3,98276E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,77107E-06;1,94563E-05;0,00000E+00;7,85401E-06;0,00000E+00;3,75842E-05;1,07250E-05;2,78314E-05;2,47148E-05;2,27970E-05;2,64980E-05;0,00000E+00;4,92022E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
