x;0,3334;0,3334;0,3338;0,3341;0,3342;0,3343;0,3343;0,3343;0,3345;0,3346;0,3347;0,3348;0,3347;0,3347;0,3349;0,3348;0,3350;0,3348;0,3348;0,3349;0,7092;0,7194;0,7202;0,7165;0,7176;0,7175;0,7182;0,7195;0,7194;0,7172;0,7172;0,7192;0,7197;0,7190;0,7194;0,7192;0,7199;0,7187;0,7191;0,7191;0,6513;0,6735;0,7152;0,6721;0,6833;0,6880;0,6789;0,6934;0,6901;0,7082;0,6530;0,6862;0,7035;0,6986;0,6654;0,6933;0,6945;0,6897;0,6916;0,6642
y;0,3481;0,3487;0,3491;0,3496;0,3501;0,3503;0,3503;0,3506;0,3509;0,3511;0,3513;0,3513;0,3514;0,3514;0,3519;0,3516;0,3519;0,3518;0,3517;0,3517;0,2789;0,2777;0,2774;0,2780;0,2785;0,2770;0,2778;0,2787;0,2777;0,2774;0,2780;0,2776;0,2782;0,2785;0,2778;0,2772;0,2780;0,2784;0,2779;0,2775;0,2679;0,2911;0,2820;0,2701;0,2848;0,2826;0,2655;0,2758;0,2750;0,2754;0,2776;0,2745;0,2789;0,2737;0,2651;0,2764;0,2701;0,2687;0,2733;0,2739
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;3,56284E-02;8,79080E-02;1,38513E-01;1,91706E-01;2,41257E-01;2,89252E-01;3,38537E-01;3,90448E-01;4,34129E-01;4,81154E-01;5,26811E-01;5,74345E-01;6,20958E-01;6,64467E-01;7,09342E-01;7,54971E-01;7,96819E-01;8,34540E-01;8,82647E-01;9,24127E-01;4,70096E-05;0,00000E+00;2,28527E-06;4,47262E-05;1,66571E-05;0,00000E+00;7,13965E-06;9,02369E-05;2,87287E-04;3,33218E-06;9,14243E-06;0,00000E+00;1,06022E-06;0,00000E+00;0,00000E+00;0,00000E+00;2,02445E-04;0,00000E+00;9,02369E-05;0,00000E+00;0,00000E+00;1,17923E-05;9,69802E-06;8,04731E-07;3,92274E-07;2,29938E-07;0,00000E+00;6,62376E-05;0,00000E+00;3,43298E-06;3,36427E-05;6,92327E-05;4,50452E-05;0,00000E+00;0,00000E+00;4,01291E-05;0,00000E+00;0,00000E+00;5,76390E-07;1,00743E-05
574;3,56771E-02;8,80022E-02;1,39784E-01;1,92248E-01;2,41244E-01;2,89646E-01;3,39435E-01;3,88434E-01;4,34371E-01;4,83434E-01;5,32193E-01;5,77887E-01;6,17839E-01;6,59362E-01;7,11389E-01;7,49888E-01;7,95925E-01;8,37909E-01;8,67648E-01;9,19969E-01;1,55822E-05;1,06727E-05;2,35114E-05;4,23832E-05;3,26111E-06;1,98530E-06;1,12492E-04;2,64998E-05;1,14802E-04;3,42823E-05;1,22288E-04;5,33809E-05;4,77358E-05;1,31840E-05;4,66054E-05;0,00000E+00;2,84343E-04;0,00000E+00;4,23997E-05;0,00000E+00;0,00000E+00;4,95003E-05;8,54404E-06;1,63547E-05;4,03580E-06;2,36566E-06;0,00000E+00;4,53743E-05;6,62495E-06;5,38692E-05;2,11916E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,11375E-05;3,92823E-06;0,00000E+00;0,00000E+00;2,81764E-05;1,03647E-04
575;3,57007E-02;8,82479E-02;1,38677E-01;1,91978E-01;2,39710E-01;2,89907E-01;3,39536E-01;3,88458E-01;4,36250E-01;4,84403E-01;5,29477E-01;5,75171E-01;6,18656E-01;6,65990E-01;7,09045E-01;7,52085E-01;7,94612E-01;8,33193E-01;8,74621E-01;9,11204E-01;6,10434E-06;2,05280E-05;0,00000E+00;0,00000E+00;6,27242E-06;3,83658E-05;7,90814E-05;5,09697E-05;7,13576E-05;0,00000E+00;5,42953E-05;1,02673E-04;1,34921E-04;2,53581E-05;1,54521E-04;1,84455E-05;3,15034E-04;7,37820E-05;1,36888E-04;7,25059E-05;0,00000E+00;1,09427E-05;1,64336E-05;2,52609E-05;0,00000E+00;6,48619E-05;0,00000E+00;0,00000E+00;1,27424E-05;9,56267E-05;0,00000E+00;8,16462E-06;0,00000E+00;0,00000E+00;2,14218E-05;7,55555E-06;0,00000E+00;4,45615E-05;6,98870E-05;4,37814E-05
576;3,55978E-02;8,82500E-02;1,39898E-01;1,92506E-01;2,40328E-01;2,91543E-01;3,44117E-01;3,88581E-01;4,36456E-01;4,84066E-01;5,29064E-01;5,76831E-01;6,22940E-01;6,60783E-01;7,09576E-01;7,56368E-01;7,93962E-01;8,36065E-01;8,78109E-01;9,19651E-01;2,92794E-05;0,00000E+00;0,00000E+00;1,14952E-04;0,00000E+00;2,34500E-05;4,25569E-05;1,05099E-04;0,00000E+00;0,00000E+00;4,37327E-05;3,78052E-05;4,35005E-05;0,00000E+00;6,71441E-05;2,48992E-04;1,50862E-04;2,47141E-04;1,55797E-04;1,67251E-04;0,00000E+00;0,00000E+00;8,23612E-06;6,60359E-06;0,00000E+00;4,40268E-05;2,51095E-06;0,00000E+00;3,61276E-05;4,06913E-05;1,31373E-05;5,54196E-06;0,00000E+00;6,12911E-05;9,20238E-06;1,11977E-04;0,00000E+00;3,02474E-05;1,83938E-05;5,23958E-05
577;3,55411E-02;8,83806E-02;1,39768E-01;1,91837E-01;2,41875E-01;2,93670E-01;3,40844E-01;3,88125E-01;4,36813E-01;4,83171E-01;5,31902E-01;5,72295E-01;6,22949E-01;6,64378E-01;7,08356E-01;7,54997E-01;7,95687E-01;8,33454E-01;8,82404E-01;9,27096E-01;2,41174E-05;0,00000E+00;0,00000E+00;2,04226E-05;1,15451E-04;4,47264E-05;9,57653E-05;5,27868E-05;1,10873E-04;9,31304E-05;4,18390E-05;6,71656E-06;1,58036E-04;7,07187E-05;4,10483E-06;4,20121E-05;2,33401E-06;5,20675E-05;2,10061E-05;1,55069E-04;0,00000E+00;2,13619E-05;1,46325E-06;0,00000E+00;6,82177E-05;0,00000E+00;4,46102E-07;0,00000E+00;6,41852E-06;0,00000E+00;2,33401E-06;0,00000E+00;0,00000E+00;1,13206E-04;1,63492E-06;1,98941E-05;0,00000E+00;0,00000E+00;1,50354E-04;8,50021E-05
578;3,56934E-02;8,85732E-02;1,39465E-01;1,90901E-01;2,45183E-01;2,90787E-01;3,41377E-01;3,87030E-01;4,38697E-01;4,83650E-01;5,30248E-01;5,76511E-01;6,19388E-01;6,68485E-01;7,09687E-01;7,48315E-01;7,97486E-01;8,44934E-01;8,78373E-01;9,24112E-01;1,05511E-05;0,00000E+00;0,00000E+00;7,58100E-05;2,93258E-06;6,22578E-05;3,05341E-05;9,76854E-05;4,76602E-06;9,63768E-07;4,25696E-04;1,43983E-04;2,46612E-04;4,13101E-05;5,58802E-06;0,00000E+00;2,38301E-05;1,90641E-05;2,85961E-05;3,06525E-05;0,00000E+00;1,23165E-06;6,36275E-06;2,08169E-06;2,18832E-05;3,72429E-06;0,00000E+00;1,70079E-06;3,46562E-05;0,00000E+00;3,10817E-05;2,09643E-05;7,93049E-06;0,00000E+00;0,00000E+00;7,89845E-05;0,00000E+00;7,34321E-05;0,00000E+00;7,30972E-05
579;3,59145E-02;8,80646E-02;1,40271E-01;1,92121E-01;2,41908E-01;2,92579E-01;3,39990E-01;3,88167E-01;4,34660E-01;4,82900E-01;5,29231E-01;5,74388E-01;6,22977E-01;6,65395E-01;7,11422E-01;7,54423E-01;7,98047E-01;8,39704E-01;8,78778E-01;9,22924E-01;1,67803E-05;0,00000E+00;0,00000E+00;5,80251E-05;4,92550E-05;2,89807E-05;1,36654E-04;1,65181E-05;1,46122E-04;8,39340E-06;7,69818E-05;6,15506E-05;1,17505E-04;2,26521E-04;6,31910E-05;0,00000E+00;2,40571E-04;1,66028E-04;2,49042E-04;9,32323E-05;0,00000E+00;1,33532E-05;5,91750E-06;1,80695E-05;1,85520E-05;3,24346E-05;0,00000E+00;2,18856E-05;5,17779E-05;0,00000E+00;2,75302E-05;0,00000E+00;6,90662E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,67124E-05;1,38668E-05;7,85960E-05
580;3,60402E-02;8,77018E-02;1,39698E-01;1,92393E-01;2,42634E-01;2,90498E-01;3,40728E-01;3,89751E-01;4,37654E-01;4,83254E-01;5,30190E-01;5,76561E-01;6,18660E-01;6,64069E-01;7,10671E-01;7,54271E-01;7,96851E-01;8,37192E-01;8,80334E-01;9,22392E-01;2,14947E-05;3,34167E-06;2,78209E-05;2,96769E-05;5,99658E-05;5,35688E-05;8,57217E-06;6,72907E-05;2,58479E-04;6,27506E-05;1,38308E-04;5,69340E-05;0,00000E+00;2,76050E-04;5,09033E-05;2,16280E-04;1,15775E-04;2,82104E-05;0,00000E+00;0,00000E+00;5,22397E-07;6,40184E-06;1,56846E-05;3,24641E-05;2,32520E-05;1,41713E-05;0,00000E+00;1,27085E-05;3,70961E-05;0,00000E+00;6,82684E-05;0,00000E+00;5,86763E-06;0,00000E+00;0,00000E+00;0,00000E+00;5,42508E-05;8,32970E-05;6,43840E-05;1,37715E-04
581;3,60162E-02;8,80866E-02;1,39732E-01;1,92771E-01;2,43007E-01;2,90863E-01;3,41670E-01;3,88309E-01;4,36748E-01;4,85675E-01;5,29051E-01;5,75421E-01;6,22334E-01;6,66805E-01;7,10446E-01;7,53713E-01;7,99579E-01;8,40565E-01;8,81497E-01;9,30120E-01;6,31197E-06;2,12529E-06;3,98566E-05;3,32931E-06;9,29819E-05;8,94930E-05;5,19303E-05;2,39223E-05;7,14888E-05;1,12619E-04;1,77327E-05;1,91615E-05;1,85076E-04;3,47131E-05;1,44593E-04;1,64188E-04;3,58835E-05;2,44335E-04;1,99759E-04;7,47824E-05;7,02154E-07;1,06997E-06;3,21375E-06;3,43389E-05;9,39644E-06;9,01292E-06;0,00000E+00;2,28113E-05;0,00000E+00;0,00000E+00;3,19370E-05;0,00000E+00;1,61965E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,45033E-05;5,29766E-05;3,06930E-05;1,30668E-04
582;3,57418E-02;8,81020E-02;1,39744E-01;1,92530E-01;2,42366E-01;2,91335E-01;3,40079E-01;3,88807E-01;4,29279E-01;4,85757E-01;5,33445E-01;5,76084E-01;6,17865E-01;6,65675E-01;7,04713E-01;7,52197E-01;7,93490E-01;8,37451E-01;8,72012E-01;9,20130E-01;8,34140E-07;0,00000E+00;1,92792E-05;1,20572E-04;2,84823E-05;2,92872E-05;9,71924E-05;7,71801E-05;1,58473E-04;1,12270E-05;2,53953E-04;2,95868E-06;2,85771E-05;0,00000E+00;1,98902E-05;4,11256E-06;0,00000E+00;3,49568E-05;3,05262E-04;1,84907E-04;4,34476E-06;0,00000E+00;0,00000E+00;5,30218E-06;0,00000E+00;3,73350E-05;0,00000E+00;3,52224E-06;2,57267E-05;0,00000E+00;3,08442E-06;0,00000E+00;4,47329E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,63113E-07;1,41984E-05
583;3,59229E-02;8,82479E-02;1,41149E-01;1,92635E-01;2,41562E-01;2,90865E-01;3,40117E-01;3,89135E-01;4,38477E-01;4,82126E-01;5,27646E-01;5,77921E-01;6,23569E-01;6,60485E-01;7,09034E-01;7,48014E-01;7,95420E-01;8,35930E-01;8,72405E-01;9,21275E-01;1,30783E-06;0,00000E+00;0,00000E+00;1,33566E-05;3,20607E-05;7,15657E-05;6,38573E-06;2,16710E-04;1,13422E-04;0,00000E+00;2,38807E-04;5,30153E-06;5,72981E-05;3,03308E-05;1,99475E-04;0,00000E+00;2,94765E-05;2,02651E-05;0,00000E+00;1,19406E-04;0,00000E+00;1,38576E-05;2,80494E-06;6,47779E-07;0,00000E+00;0,00000E+00;0,00000E+00;1,85941E-05;4,34209E-05;0,00000E+00;8,94780E-06;0,00000E+00;4,50748E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,70890E-06;0,00000E+00;1,81140E-04
584;3,59837E-02;8,83350E-02;1,39828E-01;1,91462E-01;2,43164E-01;2,92029E-01;3,39151E-01;3,88154E-01;4,38300E-01;4,82678E-01;5,28457E-01;5,73930E-01;6,20679E-01;6,65948E-01;7,09192E-01;7,53177E-01;7,96313E-01;8,36079E-01;8,76036E-01;9,23605E-01;2,87421E-05;0,00000E+00;0,00000E+00;1,26184E-04;2,99971E-05;0,00000E+00;9,88033E-05;1,03537E-04;1,01659E-04;1,04382E-05;2,65859E-04;7,58387E-05;1,55604E-04;3,49307E-05;2,24179E-04;5,16190E-05;2,15188E-04;1,65148E-04;4,58835E-05;3,92274E-04;0,00000E+00;1,72675E-05;3,12640E-05;4,72898E-06;0,00000E+00;6,72272E-06;5,48112E-06;0,00000E+00;5,73544E-06;0,00000E+00;5,94325E-05;0,00000E+00;1,25882E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,98534E-05;3,16947E-05;0,00000E+00;6,38449E-05
585;3,57137E-02;8,80458E-02;1,40550E-01;1,91999E-01;2,42761E-01;2,91374E-01;3,39719E-01;3,87164E-01;4,37172E-01;4,83573E-01;5,27473E-01;5,74084E-01;6,23271E-01;6,65726E-01;7,08924E-01;7,51349E-01;7,98047E-01;8,41386E-01;8,75644E-01;9,20593E-01;3,18748E-05;0,00000E+00;1,06569E-05;7,16356E-05;6,16344E-05;4,31770E-05;1,44926E-04;7,14330E-05;5,71464E-05;1,73339E-05;9,53330E-05;1,03131E-04;6,63077E-05;9,52406E-05;2,09668E-04;8,57196E-05;9,60545E-06;1,63050E-04;1,14617E-04;3,76298E-04;0,00000E+00;1,13599E-05;2,22146E-05;4,50326E-06;0,00000E+00;1,11639E-05;9,10206E-06;6,17000E-06;8,39666E-05;0,00000E+00;4,28598E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,49178E-05;3,29691E-05;7,66983E-06;8,06368E-06;3,31623E-05
586;3,59696E-02;8,82435E-02;1,40845E-01;1,91279E-01;2,43003E-01;2,91212E-01;3,40827E-01;3,88829E-01;4,35849E-01;4,82016E-01;5,26435E-01;5,77077E-01;6,20832E-01;6,62475E-01;7,06078E-01;7,49472E-01;7,95964E-01;8,35138E-01;8,76525E-01;9,16762E-01;1,16162E-05;0,00000E+00;6,24466E-06;1,35351E-04;1,52030E-04;2,53005E-05;7,50123E-05;0,00000E+00;1,07805E-04;0,00000E+00;1,22650E-04;1,79410E-04;2,94998E-05;3,67883E-04;1,26446E-04;2,69512E-05;1,80811E-04;5,23493E-04;1,84221E-04;4,95971E-04;0,00000E+00;0,00000E+00;2,18306E-05;3,42271E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,51567E-05;8,40477E-05;4,71645E-05;4,04267E-05;0,00000E+00;3,78386E-05;0,00000E+00;0,00000E+00;1,46011E-05;1,03658E-05;7,59615E-05;6,12881E-05;6,59558E-05
587;3,57791E-02;8,84381E-02;1,39631E-01;1,92971E-01;2,40407E-01;2,89878E-01;3,38317E-01;3,84620E-01;4,34010E-01;4,82231E-01;5,27093E-01;5,74827E-01;6,18829E-01;6,61142E-01;7,03326E-01;7,43905E-01;7,93046E-01;8,31974E-01;8,74881E-01;9,16149E-01;8,51891E-06;0,00000E+00;0,00000E+00;1,56434E-05;1,87164E-05;3,88975E-05;1,27703E-05;1,21148E-04;1,09093E-04;0,00000E+00;1,98247E-04;2,56576E-04;2,68400E-06;2,44146E-04;2,87694E-04;1,07317E-04;2,12971E-04;2,30427E-04;4,53528E-04;3,18970E-04;2,35557E-05;0,00000E+00;2,49074E-06;4,07445E-06;9,88791E-06;4,63679E-05;6,61575E-05;2,37225E-05;5,21448E-06;6,08356E-06;1,56649E-04;0,00000E+00;4,26779E-05;5,19066E-05;0,00000E+00;0,00000E+00;1,33705E-06;7,25139E-05;5,08825E-05;6,00090E-06
588;3,59487E-02;8,71509E-02;1,39760E-01;1,90402E-01;2,39662E-01;2,89821E-01;3,37360E-01;3,86670E-01;4,37672E-01;4,77688E-01;5,25380E-01;5,74794E-01;6,20213E-01;6,62957E-01;7,02556E-01;7,48430E-01;7,88585E-01;8,32013E-01;8,64877E-01;9,10908E-01;5,09480E-05;1,10077E-05;3,54998E-06;4,64168E-05;1,21519E-04;3,16130E-05;3,69696E-06;1,09712E-04;8,53258E-06;1,03526E-05;2,68598E-05;1,36911E-04;1,01248E-04;6,32125E-05;1,09524E-04;0,00000E+00;3,41303E-05;1,90120E-04;6,75153E-05;9,47823E-05;4,68841E-07;2,61712E-05;4,38388E-05;9,89149E-06;2,80427E-05;1,78595E-06;0,00000E+00;8,22883E-05;0,00000E+00;2,53182E-05;1,97316E-05;0,00000E+00;6,65526E-07;1,23745E-04;2,95581E-05;0,00000E+00;2,45415E-05;0,00000E+00;9,91872E-05;1,38085E-05
589;3,58131E-02;8,77254E-02;1,38387E-01;1,90903E-01;2,39946E-01;2,89382E-01;3,35490E-01;3,83264E-01;4,32961E-01;4,79453E-01;5,24858E-01;5,72491E-01;6,17918E-01;6,60248E-01;7,02827E-01;7,42211E-01;7,90222E-01;8,21280E-01;8,67953E-01;9,07947E-01;1,43624E-05;1,74840E-05;2,15771E-05;2,69263E-05;7,94704E-05;3,81037E-05;4,32109E-05;0,00000E+00;1,14690E-04;1,13743E-04;9,49533E-05;2,15250E-04;2,64881E-04;2,33202E-04;3,42036E-05;0,00000E+00;2,43349E-04;1,89491E-04;4,18854E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,17898E-05;9,11711E-06;1,69514E-05;1,08552E-05;0,00000E+00;6,44888E-05;4,48772E-06;0,00000E+00;1,48353E-04;0,00000E+00;4,04513E-06;3,58922E-05;0,00000E+00;0,00000E+00;1,25817E-04;6,74592E-05;3,51624E-05;9,68409E-05
590;3,56564E-02;8,83954E-02;1,38733E-01;1,90574E-01;2,39841E-01;2,90362E-01;3,38015E-01;3,86876E-01;4,32211E-01;4,79746E-01;5,21954E-01;5,73991E-01;6,14006E-01;6,55858E-01;7,02459E-01;7,42152E-01;7,85330E-01;8,18784E-01;8,69023E-01;9,11521E-01;2,87820E-05;1,72482E-05;4,00185E-05;4,09526E-05;3,28380E-05;8,74318E-05;7,84292E-05;7,86983E-05;1,10312E-04;1,96647E-04;3,27473E-05;7,20189E-05;2,96045E-04;3,21607E-04;0,00000E+00;1,96746E-05;6,44407E-05;9,10057E-05;2,70287E-04;8,83853E-05;0,00000E+00;0,00000E+00;1,79312E-05;3,11611E-05;4,12055E-05;0,00000E+00;0,00000E+00;3,89713E-05;6,82543E-06;0,00000E+00;4,32277E-05;0,00000E+00;0,00000E+00;5,45889E-05;0,00000E+00;0,00000E+00;8,88222E-05;1,02599E-04;5,34788E-05;1,96370E-05
591;3,55241E-02;8,76169E-02;1,37985E-01;1,91068E-01;2,40824E-01;2,90971E-01;3,38286E-01;3,85499E-01;4,31548E-01;4,79665E-01;5,24246E-01;5,71450E-01;6,11209E-01;6,55186E-01;6,99657E-01;7,42337E-01;7,85524E-01;8,25199E-01;8,66289E-01;9,06268E-01;3,52051E-05;3,89580E-05;2,13333E-05;0,00000E+00;3,56000E-05;1,02979E-04;1,97178E-04;1,72136E-04;6,26801E-05;6,36267E-05;1,74571E-05;1,28162E-04;9,90052E-05;2,57408E-04;1,56652E-04;1,04882E-05;2,38203E-04;1,78145E-04;3,43085E-04;4,93434E-04;0,00000E+00;0,00000E+00;2,57732E-05;9,21961E-06;3,92173E-05;5,96601E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,71293E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,39185E-04;2,53918E-05;6,06413E-05;0,00000E+00;0,00000E+00;0,00000E+00
592;3,53800E-02;8,71754E-02;1,38175E-01;1,89901E-01;2,40274E-01;2,90741E-01;3,36242E-01;3,83839E-01;4,30196E-01;4,77694E-01;5,27953E-01;5,63789E-01;6,09218E-01;6,54169E-01;6,96696E-01;7,40686E-01;7,83513E-01;8,20855E-01;8,66078E-01;9,10874E-01;2,60884E-05;3,91673E-06;5,83287E-05;3,06679E-05;9,37748E-05;2,19022E-05;8,56475E-05;1,30882E-05;2,24568E-04;2,33887E-04;2,10014E-04;2,01999E-04;8,54370E-05;3,16668E-05;3,23954E-04;1,22672E-04;2,33715E-04;3,85925E-04;1,98666E-04;4,48715E-05;0,00000E+00;6,27056E-06;2,59116E-06;6,16193E-06;2,36138E-06;5,99806E-06;4,35434E-05;7,87974E-05;8,76227E-06;0,00000E+00;1,72214E-06;0,00000E+00;7,10779E-05;0,00000E+00;1,55162E-04;4,15193E-05;2,64944E-06;7,76171E-05;7,35583E-06;0,00000E+00
593;3,54811E-02;8,70890E-02;1,38007E-01;1,88801E-01;2,37892E-01;2,88557E-01;3,36629E-01;3,84210E-01;4,31725E-01;4,77325E-01;5,21106E-01;5,63384E-01;6,08739E-01;6,54898E-01;7,01092E-01;7,37949E-01;7,88821E-01;8,25559E-01;8,62125E-01;9,09013E-01;2,63645E-05;3,75973E-05;6,95183E-05;6,15502E-05;1,30620E-04;1,20608E-05;1,43031E-04;3,00354E-05;2,29935E-04;9,84262E-05;1,12156E-04;2,66455E-04;2,10345E-05;1,87961E-04;2,83129E-05;1,14894E-04;4,00722E-04;4,65452E-04;2,86752E-04;4,06580E-04;0,00000E+00;6,90689E-06;5,40290E-05;2,79460E-06;6,09536E-05;2,07361E-06;3,45083E-05;2,53285E-05;4,19572E-05;4,10335E-06;1,23100E-04;3,87474E-05;0,00000E+00;3,82877E-05;5,17374E-05;6,08264E-06;0,00000E+00;1,99446E-06;1,65347E-04;8,90032E-05
594;3,53734E-02;8,69337E-02;1,38254E-01;1,89153E-01;2,38843E-01;2,88365E-01;3,35083E-01;3,83417E-01;4,30258E-01;4,74100E-01;5,20040E-01;5,67410E-01;6,09154E-01;6,54487E-01;6,99693E-01;7,39023E-01;7,81340E-01;8,19814E-01;8,61259E-01;8,97475E-01;3,16014E-05;6,24392E-05;1,39241E-05;2,05679E-05;1,47349E-04;8,48216E-05;1,36453E-04;1,29148E-04;2,45746E-04;2,96931E-04;2,51739E-04;1,80810E-04;1,84767E-04;1,61612E-04;3,54942E-04;3,79716E-05;2,76748E-04;1,12953E-04;4,65857E-04;2,47925E-04;0,00000E+00;7,88102E-06;5,62006E-06;4,41290E-06;1,80786E-06;1,79256E-05;0,00000E+00;2,14976E-05;8,78520E-05;1,74036E-05;3,79716E-05;3,73501E-06;0,00000E+00;0,00000E+00;6,64955E-06;0,00000E+00;3,89452E-05;1,01065E-05;0,00000E+00;9,20744E-05
595;3,52642E-02;8,67984E-02;1,37946E-01;1,88261E-01;2,37917E-01;2,86756E-01;3,35378E-01;3,81525E-01;4,26645E-01;4,72998E-01;5,18673E-01;5,62691E-01;6,03422E-01;6,47766E-01;6,92815E-01;7,38153E-01;7,74872E-01;8,19775E-01;8,54931E-01;8,93104E-01;2,81702E-05;1,92879E-05;1,12908E-05;9,43874E-05;1,51674E-04;9,73526E-05;2,41558E-04;1,18162E-04;2,61766E-04;1,17301E-04;4,71665E-04;1,83934E-04;2,56624E-04;1,77009E-04;3,70879E-04;4,38849E-04;1,85679E-04;1,62828E-04;6,40179E-04;3,42077E-04;0,00000E+00;3,62714E-06;0,00000E+00;1,07350E-05;5,38923E-06;1,01844E-05;0,00000E+00;2,39689E-05;2,54419E-05;2,38941E-05;7,50303E-05;1,41371E-05;0,00000E+00;0,00000E+00;9,12942E-06;0,00000E+00;8,47825E-05;2,45855E-05;0,00000E+00;1,75673E-05
596;3,52572E-02;8,64362E-02;1,37134E-01;1,88712E-01;2,37731E-01;2,87196E-01;3,32020E-01;3,78514E-01;4,27580E-01;4,72741E-01;5,17429E-01;5,62999E-01;6,01407E-01;6,49054E-01;6,90425E-01;7,32942E-01;7,77435E-01;8,14646E-01;8,51068E-01;8,94490E-01;5,60607E-05;1,91030E-05;5,35442E-06;9,79088E-05;1,48737E-04;2,14388E-04;1,23833E-04;1,14949E-04;2,48967E-04;3,44562E-04;3,37232E-04;7,95184E-05;4,70970E-04;2,45873E-04;3,46149E-04;2,11409E-04;1,92699E-04;3,01349E-04;5,38424E-04;1,59437E-04;0,00000E+00;2,50618E-05;0,00000E+00;5,09084E-06;4,33961E-05;0,00000E+00;4,55160E-05;1,13668E-05;1,20653E-05;0,00000E+00;1,08588E-05;3,73419E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,48496E-05;1,16592E-05;0,00000E+00;1,23192E-04
597;3,50285E-02;8,60944E-02;1,36765E-01;1,86870E-01;2,35390E-01;2,86521E-01;3,29281E-01;3,79989E-01;4,23538E-01;4,69256E-01;5,12338E-01;5,59745E-01;6,05699E-01;6,45536E-01;6,87739E-01;7,27005E-01;7,68912E-01;8,09370E-01;8,43879E-01;8,83621E-01;1,97923E-05;3,66177E-05;9,23662E-05;1,38429E-04;2,44703E-04;1,79845E-04;1,65700E-04;1,04943E-04;2,54973E-04;1,93267E-04;1,20526E-04;4,75576E-04;3,44645E-04;3,38370E-04;1,93992E-04;2,16028E-04;3,14000E-04;4,43754E-04;7,02285E-04;6,56862E-06;0,00000E+00;1,74396E-06;1,59775E-06;1,67275E-05;2,92385E-06;2,38980E-05;3,16730E-06;1,14593E-05;0,00000E+00;0,00000E+00;5,35196E-05;2,30119E-06;0,00000E+00;0,00000E+00;1,24964E-05;2,64451E-05;1,37230E-05;0,00000E+00;2,99528E-05;3,87884E-05
598;3,50384E-02;8,57604E-02;1,37070E-01;1,86302E-01;2,34790E-01;2,83669E-01;3,28312E-01;3,75448E-01;4,23180E-01;4,65789E-01;5,12676E-01;5,53364E-01;5,99807E-01;6,40866E-01;6,86332E-01;7,28322E-01;7,66368E-01;8,04917E-01;8,43752E-01;8,86963E-01;7,57007E-06;4,03855E-05;7,84380E-05;1,41365E-04;1,49869E-04;1,89414E-04;2,93863E-04;2,30512E-04;3,53473E-04;3,35905E-04;5,40021E-04;4,16002E-04;2,03759E-04;7,16940E-04;4,22169E-04;3,74355E-04;5,99641E-04;4,50571E-04;8,18154E-04;9,31758E-04;3,53884E-06;4,28034E-06;0,00000E+00;9,33269E-06;4,77677E-05;3,84673E-05;0,00000E+00;3,40984E-05;3,36112E-05;0,00000E+00;3,32861E-05;4,89925E-05;6,95602E-05;0,00000E+00;1,83968E-04;0,00000E+00;0,00000E+00;1,53893E-04;2,41015E-06;7,61604E-05
599;3,46646E-02;8,52471E-02;1,35436E-01;1,85218E-01;2,34044E-01;2,79232E-01;3,29532E-01;3,72504E-01;4,18849E-01;4,63424E-01;5,09745E-01;5,55362E-01;5,95221E-01;6,38944E-01;6,80011E-01;7,26140E-01;7,59187E-01;8,00733E-01;8,36011E-01;8,77990E-01;5,42326E-05;5,07887E-05;1,87335E-04;1,27324E-04;2,16079E-04;2,89653E-04;3,24646E-04;3,12934E-04;3,24278E-04;3,88640E-04;6,03209E-04;4,72437E-04;6,55016E-04;6,98969E-04;5,50481E-04;5,83062E-04;9,14011E-04;8,56369E-04;9,35414E-04;1,11225E-03;0,00000E+00;1,79752E-05;1,20116E-06;0,00000E+00;1,91563E-06;6,30618E-05;0,00000E+00;0,00000E+00;2,91427E-05;0,00000E+00;2,78223E-05;6,75980E-05;1,67374E-05;0,00000E+00;9,81198E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,01214E-05;8,62036E-05
